,match_id,Home,Away,Datetime,HomePos,HomePts,AwayPos,AwayPts,Result,HomeMatches,AwayMatches,OddsH1,OddsD1,OddsA1,OddsH2,OddsD2,OddsA2,OddsH3,OddsD3,OddsA3,OddsH4,OddsD4,OddsA4,OddsH5,OddsD5,OddsA5,HNplayers,HAverageAge,HNforeign,HPlayerValues,HMarketValue,ANplayers,AAverageAge,ANforeign,APlayerValues,AMarketValue,HATT,HMID,HDEF,HOVR,HATT,HMID,HDEF,HOVR
0,757984,Verona,AC Milan,08/24/2013 17:00:00,,,,,2-1,0,0,4.75,3.6,1.75,4.75,3.75,1.7,4.7,3.6,1.7,4.8,3.6,1.75,4.75,3.6,1.75,54,24.5,22,57.05,1.06,47,24.4,22,294.88,6.27,74,73,71,73.0,80,79,77,78.0
1,757990,Sampdoria,Juventus,08/24/2013 19:45:00,,,,,0-1,0,0,8.0,4.0,1.45,7.25,4.0,1.48,5.5,4.0,1.55,6.0,4.0,1.53,7.0,4.0,1.5,58,23.5,19,82.68,1.43,48,24.6,20,402.5,8.39,71,72,73,73.0,80,81,81,81.0
2,757985,Inter,Genoa,08/25/2013 17:00:00,,,,,2-0,0,0,1.62,3.75,5.5,1.6,3.75,5.75,1.65,3.7,4.9,1.61,3.75,5.5,1.7,3.75,4.8,63,23.3,36,276.13,4.38,66,23.4,33,104.4,1.58,78,78,79,78.0,74,73,73,73.0
3,757982,Cagliari,Atalanta,08/25/2013 19:45:00,,,,,2-1,0,0,2.5,3.0,3.0,2.45,3.1,3.0,2.3,3.2,3.0,2.37,3.2,3.0,2.5,3.0,3.0,36,23.9,15,80.48,2.24,62,24.1,14,72.68,1.17,75,73,73,73.0,76,73,72,74.0
4,757986,Lazio,Udinese,08/25/2013 19:45:00,,,,,2-1,0,0,2.0,3.4,3.75,1.95,3.4,3.9,1.9,3.45,3.8,1.85,3.5,4.2,2.0,3.4,3.75,54,24.0,33,161.63,2.99,63,22.7,41,120.25,1.91,79,77,76,77.0,75,73,75,75.0
5,757987,Livorno,Roma,08/25/2013 19:45:00,,,,,0-2,0,0,3.6,3.5,2.0,3.7,3.4,2.0,3.6,3.3,2.0,3.75,3.4,2.0,3.4,3.6,2.05,48,23.9,14,62.98,1.31,59,22.9,31,214.65,3.64,72,70,69,71.0,79,80,77,79.0
6,757988,Napoli,Bologna,08/25/2013 19:45:00,,,,,3-0,0,0,1.36,4.75,8.5,1.33,5.0,9.0,1.4,4.4,7.3,1.4,4.5,7.5,1.4,4.5,8.0,36,25.8,25,243.53,6.76,63,23.6,24,63.73,1.01,81,79,76,78.0,71,71,72,71.0
7,757989,Parma,Chievo,08/25/2013 19:45:00,,,,,0-0,0,0,1.85,3.5,4.2,1.83,3.4,4.5,1.9,3.45,3.8,1.9,3.4,4.0,1.85,3.4,4.4,47,24.3,21,92.75,1.97,72,24.0,35,74.38,1.03,77,73,74,75.0,73,73,72,72.0
8,757991,Torino,Sassuolo,08/25/2013 19:45:00,,,,,2-0,0,0,2.0,3.3,3.8,1.95,3.3,4.0,2.0,3.3,3.6,1.9,3.4,4.0,2.05,3.25,3.8,43,24.4,20,60.7,1.41,56,24.0,12,83.28,1.49,77,70,74,74.0,73,70,71,71.0
9,757983,Fiorentina,Catania,08/26/2013 19:45:00,,,,,2-1,0,0,1.44,4.2,7.5,1.45,4.2,7.25,1.45,4.0,7.0,1.53,4.0,6.0,1.5,4.2,6.5,56,24.3,34,222.88,3.98,54,23.3,28,88.88,1.65,79,78,76,78.0,72,72,70,71.0
