,match_id,Home,Away,Datetime,HomePos,HomePts,AwayPos,AwayPts,Result,HomeMatches,AwayMatches,OddsH1,OddsD1,OddsA1,OddsH2,OddsD2,OddsA2,OddsH3,OddsD3,OddsA3,OddsH4,OddsD4,OddsA4,OddsH5,OddsD5,OddsA5,HNplayers,HAverageAge,HNforeign,HPlayerValues,HMarketValue,ANplayers,AAverageAge,ANforeign,APlayerValues,AMarketValue,HATT,HMID,HDEF,HOVR,HATT,HMID,HDEF,HOVR
0,1102909,Granada,Sevilla,12/03/2016 12:00:00,20.0,5.0,3.0,27.0,2-1,13,13,4.75,3.5,1.8,4.5,3.7,1.78,4.5,3.6,1.75,4.98,3.85,1.79,4.8,3.5,1.83,43,24.1,30,85.5,1.99,40,24.4,24,236.4,5.91,78,73,72,74,80,81,80,81
1,1102931,Barcelona,Real Madrid,12/03/2016 15:15:00,2.0,27.0,1.0,33.0,1-1,13,13,1.85,4.2,4.2,1.87,4.1,4.0,1.85,4.0,4.0,1.86,4.18,4.09,1.85,4.0,4.0,37,24.7,18,787.2,21.28,33,24.2,17,743.1,22.52,92,85,83,85,88,86,86,86
2,1102914,Leganes,Villarreal,12/03/2016 17:30:00,15.0,13.0,6.0,22.0,0-0,13,13,3.8,2.9,2.25,3.5,3.2,2.2,3.4,3.0,2.25,3.6,3.22,2.31,3.4,3.2,2.3,37,25.1,11,47.3,1.28,39,24.3,15,158.7,4.07,74,76,75,75,79,81,79,80
3,1102913,Atletico,Espanyol,12/03/2016 19:45:00,4.0,24.0,12.0,18.0,0-0,13,13,1.22,6.0,15.0,1.25,6.0,12.5,1.22,5.75,15.0,1.24,6.33,17.25,1.25,5.5,17.0,47,23.3,31,456.9,9.72,35,25.8,10,84.7,2.42,84,82,84,83,78,77,76,77
4,1102915,Athletic Club,Eibar,12/04/2016 15:15:00,8.0,20.0,7.0,21.0,3-1,13,13,1.85,3.4,4.75,1.85,3.4,4.75,1.85,3.3,4.5,1.93,3.46,4.71,1.91,3.3,4.8,35,25.1,1,151.6,4.33,38,24.3,6,52.1,1.37,80,81,79,79,78,77,76,76
5,1102908,Alaves,Las Palmas,12/04/2016 17:30:00,13.0,16.0,10.0,19.0,1-1,13,13,2.5,3.2,3.0,2.5,3.25,2.9,2.4,3.1,3.0,2.54,3.22,3.16,2.5,3.2,3.1,30,24.4,11,39.8,1.33,33,25.7,9,55.9,1.69,73,76,75,75,77,79,76,77
6,1102912,Sporting Gijon,Osasuna,12/04/2016 17:30:00,18.0,9.0,19.0,7.0,3-1,13,13,2.0,3.3,4.0,2.05,3.3,3.8,2.0,3.2,4.0,2.08,3.34,4.16,2.05,3.3,4.0,33,24.7,9,50.5,1.53,37,24.5,9,36.9,0.997,75,73,73,74,75,73,73,73
7,1102910,Valencia,Malaga,12/04/2016 19:45:00,16.0,11.0,11.0,19.0,2-2,13,13,1.75,3.6,5.0,1.78,3.75,4.5,1.73,3.75,4.75,1.75,4.01,5.06,1.8,3.75,4.5,40,24.0,18,287.9,7.2,32,25.0,16,73.9,2.31,78,79,79,78,77,77,76,77
8,1102911,Deportivo,Real Sociedad,12/05/2016 19:45:00,17.0,10.0,5.0,23.0,5-1,13,13,3.1,3.1,2.5,2.95,3.2,2.5,2.9,3.1,2.5,3.11,3.22,2.58,3.0,3.25,2.5,37,25.8,16,92.8,2.51,34,24.5,5,110.5,3.25,77,77,76,76,79,78,76,78
9,1102920,Malaga,Granada,12/09/2016 19:45:00,11.0,20.0,19.0,8.0,1-1,14,14,1.6,4.0,5.75,1.65,4.0,5.25,1.62,3.8,5.5,1.65,4.18,5.67,1.65,4.0,5.5,32,25.0,16,73.9,2.31,43,24.1,30,85.5,1.99,77,77,76,77,78,73,72,74
10,1102918,Osasuna,Barcelona,12/10/2016 12:00:00,20.0,7.0,2.0,28.0,0-3,14,14,15.0,7.5,1.18,13.0,7.25,1.2,15.0,7.5,1.18,17.1,7.85,1.2,17.0,7.0,1.2,37,24.5,9,36.9,0.997,37,24.7,18,787.2,21.28,75,73,73,73,92,85,83,85
