,match_id,Home,Away,Datetime,HomePos,HomePts,AwayPos,AwayPts,Result,HomeMatches,AwayMatches,OddsH1,OddsD1,OddsA1,OddsH2,OddsD2,OddsA2,OddsH3,OddsD3,OddsA3,OddsH4,OddsD4,OddsA4,OddsH5,OddsD5,OddsA5,HNplayers,HAverageAge,HNforeign,HPlayerValues,HMarketValue,ANplayers,AAverageAge,ANforeign,APlayerValues,AMarketValue,HATT,HMID,HDEF,HOVR,HATT,HMID,HDEF,HOVR
0,723694,Bayern,Borussia M.Gladbach,08/09/2013 19:30:00,,,,,3-1,0,0,1.13,8.5,19.0,1.14,8.25,15.0,1.12,8.0,19.0,1.14,10.08,21.46,1.14,6.5,15.0,30,24.1,15,483.98,16.13,28,24.0,14,94.78,3.38,82,83,83,84.0,78,74,74,75.0
1,723696,Hoffenheim,Nuernberg,08/10/2013 14:30:00,,,,,2-2,0,0,2.1,3.3,3.5,2.05,3.3,3.6,2.1,3.25,3.5,2.11,3.51,3.83,2.2,3.1,3.5,43,22.7,24,77.08,1.79,32,23.4,16,48.88,1.53,74,75,73,74.0,73,72,72,73.0
2,723698,Leverkusen,Freiburg,08/10/2013 14:30:00,,,,,3-1,0,0,1.44,4.5,6.5,1.45,4.5,6.5,1.44,4.33,7.0,1.46,4.81,7.89,1.5,3.75,7.5,33,23.5,14,141.85,4.3,34,22.9,15,66.63,1.96,78,76,75,77.0,70,72,71,72.0
3,723699,Hannover,Wolfsburg,08/10/2013 14:30:00,,,,,2-0,0,0,2.6,3.4,2.6,2.65,3.4,2.55,2.5,3.4,2.7,2.84,3.5,2.61,2.75,3.0,2.75,35,24.2,20,83.55,2.39,35,24.2,24,134.73,3.85,76,74,73,74.0,77,75,76,77.0
4,723700,Augsburg,Borussia Dortmund,08/10/2013 14:30:00,,,,,0-4,0,0,7.0,4.33,1.44,7.5,4.6,1.4,7.0,4.33,1.44,8.25,4.69,1.46,7.5,3.75,1.5,34,24.1,18,43.5,1.28,31,23.7,11,285.15,9.2,73,70,73,72.0,82,81,79,81.0
5,723702,Hertha Berlin,Eintracht Frankfurt,08/10/2013 14:30:00,,,,,6-1,0,0,2.2,3.4,3.2,2.4,3.3,2.9,2.3,3.4,3.0,2.38,3.52,3.16,2.4,3.1,3.1,32,25.0,14,45.95,1.44,33,23.7,11,84.93,2.57,79,73,73,73.0,72,74,75,75.0
6,723695,Mainz,Stuttgart,08/11/2013 14:30:00,,,,,3-2,0,0,2.4,3.4,2.8,2.4,3.3,2.9,2.3,3.4,3.0,2.47,3.46,3.07,2.5,3.1,2.9,31,25.7,16,45.4,1.46,32,24.4,17,100.98,3.16,76,74,73,73.0,77,74,73,75.0
7,723697,Schalke,Hamburg,08/11/2013 16:30:00,,,,,3-3,0,0,1.44,4.33,7.0,1.44,4.5,6.75,1.44,4.33,7.0,1.48,4.86,7.2,1.5,4.0,7.0,33,24.1,17,186.95,5.67,33,24.1,18,111.7,3.38,80,77,75,77.0,77,74,74,75.0
8,723744,Stuttgart,Leverkusen,08/17/2013 14:30:00,12.0,0.0,3.0,3.0,0-1,1,1,3.5,3.25,2.1,3.4,3.5,2.05,3.25,3.4,2.15,3.54,3.7,2.14,3.25,3.4,2.15,32,24.4,17,100.98,3.16,33,23.5,14,141.85,4.3,77,74,73,75.0,78,76,75,77.0
9,723745,Wolfsburg,Schalke,08/17/2013 14:30:00,16.0,0.0,10.0,1.0,4-0,1,1,2.88,3.3,2.4,2.8,3.4,2.4,2.87,3.4,2.37,2.99,3.55,2.48,2.88,3.4,2.38,35,24.2,24,134.73,3.85,33,24.1,17,186.95,5.67,77,75,76,77.0,80,77,75,77.0
10,723746,Werder Bremen,Augsburg,08/17/2013 14:30:00,7.0,3.0,17.0,0.0,1-0,1,1,1.91,3.5,4.0,1.87,3.5,4.1,1.83,3.5,4.33,1.97,3.68,4.16,1.8,3.6,4.33,38,22.8,19,74.45,1.96,34,24.1,18,43.5,1.28,75,73,73,73.0,73,70,73,72.0
11,723748,Freiburg,Mainz,08/17/2013 14:30:00,8.0,1.0,6.0,3.0,1-2,1,1,2.25,3.4,3.1,2.3,3.4,3.0,2.37,3.25,3.0,2.37,3.42,3.28,2.38,3.4,2.88,34,22.9,15,66.63,1.96,31,25.7,16,45.4,1.46,70,72,71,72.0,76,74,73,73.0
12,723749,Hamburg,Hoffenheim,08/17/2013 14:30:00,8.0,1.0,11.0,1.0,1-5,1,1,2.0,3.6,3.5,2.05,3.4,3.5,2.0,3.5,3.6,2.09,3.6,3.77,2.05,3.5,3.4,33,24.1,18,111.7,3.38,43,22.7,24,77.08,1.79,77,74,74,75.0,74,75,73,74.0
13,723750,Eintracht Frankfurt,Bayern,08/17/2013 14:30:00,18.0,0.0,4.0,3.0,0-1,1,1,10.0,5.25,1.29,9.0,6.25,1.26,11.0,5.0,1.28,12.8,6.3,1.28,10.0,5.5,1.29,33,23.7,11,84.93,2.57,30,24.1,15,483.98,16.13,72,74,75,75.0,82,83,83,84.0
14,723743,Borussia M.Gladbach,Hannover,08/17/2013 17:30:00,14.0,0.0,5.0,3.0,3-0,1,1,1.83,3.5,4.33,1.83,3.6,4.2,1.83,3.5,4.33,1.85,3.77,4.7,1.83,3.6,4.2,28,24.0,14,94.78,3.38,35,24.2,20,83.55,2.39,78,74,74,75.0,76,74,73,74.0
15,723747,Nuernberg,Hertha Berlin,08/18/2013 14:30:00,10.0,1.0,1.0,3.0,2-2,1,1,2.3,3.4,3.0,2.35,3.4,2.9,2.3,3.4,3.0,2.42,3.45,3.15,2.38,3.4,2.9,32,23.4,16,48.88,1.53,32,25.0,14,45.95,1.44,73,72,72,73.0,79,73,73,73.0
16,723751,Borussia Dortmund,Werder Bremen,08/23/2013 19:30:00,1.0,6.0,5.0,6.0,1-0,2,2,1.2,6.5,13.0,1.2,6.75,12.0,1.22,6.0,12.0,1.24,7.08,14.25,1.22,6.0,12.0,31,23.7,11,285.15,9.2,38,22.8,19,74.45,1.96,82,81,79,81.0,75,73,73,73.0
17,723752,Bayern,Nuernberg,08/24/2013 14:30:00,3.0,6.0,11.0,2.0,2-0,2,2,1.1,9.0,26.0,1.1,9.25,21.0,1.11,8.5,21.0,1.11,12.17,28.71,1.08,10.0,26.0,30,24.1,15,483.98,16.13,32,23.4,16,48.88,1.53,82,83,83,84.0,73,72,72,73.0
18,723753,Leverkusen,Borussia M.Gladbach,08/24/2013 14:30:00,2.0,6.0,9.0,3.0,4-2,2,2,1.67,3.8,5.0,1.65,3.9,5.0,1.61,4.0,5.0,1.68,4.03,5.68,1.7,3.8,4.8,33,23.5,14,141.85,4.3,28,24.0,14,94.78,3.38,78,76,75,77.0,78,74,74,75.0
19,723754,Hannover,Schalke,08/24/2013 14:30:00,10.0,3.0,13.0,1.0,2-1,2,2,2.63,3.4,2.6,2.55,3.5,2.6,2.75,3.5,2.4,2.76,3.71,2.58,2.7,3.75,2.38,35,24.2,20,83.55,2.39,33,24.1,17,186.95,5.67,76,74,73,74.0,80,77,75,77.0
20,723755,Hoffenheim,Freiburg,08/24/2013 14:30:00,7.0,4.0,16.0,0.0,3-3,2,2,1.75,3.75,4.5,1.78,3.6,4.4,1.8,3.6,4.33,1.8,3.92,4.76,1.8,3.75,4.2,43,22.7,24,77.08,1.79,34,22.9,15,66.63,1.96,74,75,73,74.0,70,72,71,72.0
21,723756,Mainz,Wolfsburg,08/24/2013 14:30:00,4.0,6.0,8.0,3.0,2-0,2,2,2.63,3.4,2.6,2.65,3.5,2.5,2.6,3.3,2.62,2.77,3.51,2.67,2.6,3.4,2.62,31,25.7,16,45.4,1.46,35,24.2,24,134.73,3.85,76,74,73,73.0,77,75,76,77.0
22,723761,Hertha Berlin,Hamburg,08/24/2013 17:30:00,6.0,4.0,12.0,1.0,1-0,2,2,1.91,3.6,3.8,1.85,3.7,3.9,1.85,3.6,4.0,1.91,3.77,4.31,1.85,3.75,4.0,32,25.0,14,45.95,1.44,33,24.1,18,111.7,3.38,79,73,73,73.0,77,74,74,75.0
23,723757,Augsburg,Stuttgart,08/25/2013 16:30:00,17.0,0.0,14.0,0.0,2-1,2,2,2.3,3.4,3.0,2.35,3.3,2.95,2.4,3.4,2.8,2.39,3.39,3.26,2.3,3.3,3.1,34,24.1,18,43.5,1.28,32,24.4,17,100.98,3.16,73,70,73,72.0,77,74,73,75.0
24,723763,Freiburg,Bayern,08/27/2013 17:30:00,14.0,1.0,3.0,9.0,1-1,3,3,13.0,5.5,1.25,9.25,6.25,1.25,10.0,6.0,1.25,13.6,6.1,1.28,10.0,5.5,1.29,34,22.9,15,66.63,1.96,30,24.1,15,483.98,16.13,70,72,71,72.0,82,83,83,84.0
