,match_id,Home,Away,Datetime,HomePos,HomePts,AwayPos,AwayPts,Result,HomeMatches,AwayMatches,OddsH1,OddsD1,OddsA1,OddsH2,OddsD2,OddsA2,OddsH3,OddsD3,OddsA3,OddsH4,OddsD4,OddsA4,OddsH5,OddsD5,OddsA5,HNplayers,HAverageAge,HNforeign,HPlayerValues,HMarketValue,ANplayers,AAverageAge,ANforeign,APlayerValues,AMarketValue,HATT,HMID,HDEF,HOVR,HATT,HMID,HDEF,HOVR
0,1221940,Leganes,Alaves,08/18/2017 19:15:00,,,,,1-0,0,0,2.05,3.2,4.1,2.05,3.1,4.1,2.1,3.4,3.5,2.05,3.0,4.2,2.03,3.25,4.52,34,25.9,15,53.63,1.58,33,24.1,11,64.85,1.97,74,75,74,75,77,75,74,75
1,1221943,Valencia,Las Palmas,08/18/2017 21:15:00,,,,,1-0,0,0,1.75,3.8,4.5,1.75,3.9,4.6,1.75,3.6,4.8,1.75,3.8,4.33,1.78,4.01,4.83,30,23.3,14,230.9,7.7,38,25.9,15,123.0,3.24,80,80,80,80,77,74,75,75
2,1221944,Celta Vigo,Real Sociedad,08/19/2017 17:15:00,,,,,2-3,0,0,2.38,3.25,3.2,2.4,3.3,3.0,2.5,3.3,2.85,2.35,3.25,3.0,2.44,3.4,3.16,32,23.5,16,114.65,3.58,30,25.2,6,165.1,5.5,78,78,78,78,80,78,76,78
3,1221938,Girona,Atletico,08/19/2017 19:15:00,,,,,2-2,0,0,8.0,4.33,1.45,7.5,4.33,1.45,7.2,4.4,1.45,7.5,4.0,1.5,8.36,4.38,1.49,30,24.4,14,35.6,1.19,36,24.4,20,585.0,16.25,79,76,75,75,85,82,83,83
4,1221946,Athletic Club,Getafe,08/20/2017 17:15:00,,,,,0-0,0,0,1.5,4.0,7.5,1.48,4.25,7.0,1.5,4.2,6.5,1.5,4.0,7.0,1.53,4.37,7.31,33,25.0,1,188.5,5.71,36,25.6,18,48.75,1.35,81,79,78,79,75,74,75,74
5,1221942,Barcelona,Real Betis,08/20/2017 19:15:00,,,,,2-0,0,0,1.17,8.0,15.0,1.18,7.5,14.5,1.17,7.5,15.0,1.2,6.5,15.0,1.22,7.35,15.5,33,25.2,17,772.5,23.41,31,24.9,9,96.55,3.11,93,84,84,85,79,79,76,78
6,1221941,Deportivo,Real Madrid,08/20/2017 21:15:00,,,,,0-3,0,0,9.5,5.75,1.3,9.25,5.75,1.3,7.5,5.5,1.35,9.5,5.25,1.3,10.26,5.79,1.33,36,25.8,18,89.4,2.48,32,23.5,15,716.2,22.38,79,77,77,77,86,86,86,86
7,1221939,Levante,Villarreal,08/21/2017 19:15:00,,,,,1-0,0,0,3.25,3.25,2.3,3.25,3.2,2.3,3.3,3.35,2.2,3.25,3.1,2.3,3.36,3.24,2.36,36,24.1,15,58.15,1.62,40,24.4,15,196.7,4.92,75,76,75,75,79,79,80,79
8,1221945,Malaga,Eibar,08/21/2017 21:00:00,,,,,0-1,0,0,2.1,3.3,3.7,2.15,3.3,3.5,2.1,3.4,3.5,2.1,3.1,3.4,2.24,3.36,3.49,40,24.8,17,88.43,2.21,33,25.9,9,71.75,2.17,75,75,75,75,77,78,75,77
9,1221949,Real Sociedad,Villarreal,08/25/2017 19:15:00,7.0,3.0,17.0,0.0,3-0,1,1,2.05,3.4,3.75,2.1,3.3,3.7,2.2,3.35,3.3,2.05,3.2,3.5,2.11,3.46,3.87,30,25.2,6,165.1,5.5,40,24.4,15,196.7,4.92,80,78,76,78,79,79,80,79
10,1221950,Real Betis,Celta Vigo,08/25/2017 21:00:00,18.0,0.0,20.0,0.0,2-1,1,1,2.2,3.4,3.4,2.25,3.3,3.3,2.4,3.3,2.95,2.2,3.25,3.1,2.28,3.56,3.32,31,24.9,9,96.55,3.11,32,23.5,16,114.65,3.58,79,79,76,78,78,78,78,78
