,match_id,Home,Away,Datetime,HomePos,HomePts,AwayPos,AwayPts,Result,HomeMatches,AwayMatches,OddsH1,OddsD1,OddsA1,OddsH2,OddsD2,OddsA2,OddsH3,OddsD3,OddsA3,OddsH4,OddsD4,OddsA4,OddsH5,OddsD5,OddsA5,HATT,HMID,HDEF,HOVR,HATT,HMID,HDEF,HOVR,HNplayers,HAverageAge,HNforeign,HPlayerValues,HMarketValue,ANplayers,AAverageAge,ANforeign,APlayerValues,AMarketValue
69,335150,Valencia,Mallorca,11/28/2009 19:00:00,4.0,24.0,6,20.0,1-1,11,11,1.53,4.0,6.0,1.45,4.2,6.45,1.55,3.8,6.0,1.55,3.7,6.0,1.5,3.5,6.0,86,79,79,80,76,73,73,73,34,24.6,10,213.8,6.29,27,25.7,11,51.1,1.89
70,335151,Zaragoza,Osasuna,11/29/2009 15:00:00,14.0,12.0,12,12.0,0-1,11,11,2.0,3.4,3.7,1.95,3.35,3.7,2.0,3.3,3.6,2.1,3.25,3.4,1.91,3.2,3.5,75,74,74,74,75,74,73,74,37,25.5,18,87.5,2.36,27,26.4,7,54.8,2.03
71,335152,Sevilla,Valladolid,12/05/2009 16:00:00,3.0,26.0,16,11.0,1-1,12,12,1.33,4.75,9.5,1.35,4.6,8.0,1.37,4.5,8.25,1.37,4.6,7.5,1.33,4.0,8.0,84,78,77,79,75,75,74,74,36,24.5,18,213.8,5.94,32,24.5,7,49.9,1.56
72,335154,Villarreal,Getafe,12/06/2009 17:00:00,12.0,12.0,9,18.0,3-2,12,12,1.75,3.6,4.6,1.75,3.45,4.5,1.75,3.5,4.5,1.7,3.5,4.9,1.73,3.2,4.33,81,80,77,78,78,75,76,75,31,25.4,13,166.7,5.38,29,25.4,9,73.5,2.53
73,335155,Xerez,Atletico,12/05/2009 16:00:00,20.0,7.0,17,10.0,0-2,13,12,4.6,3.6,1.75,4.6,3.6,1.7,4.5,3.5,1.77,4.3,3.4,1.8,3.75,3.3,1.8,73,71,70,72,85,81,76,79,26,26.5,8,32.5,1.25,37,23.1,16,210.4,5.69
74,335156,Espanyol,Racing Santander,12/06/2009 15:00:00,11.0,13.0,19,7.0,0-4,12,12,2.0,3.3,3.8,1.95,3.3,3.75,2.0,3.3,3.6,2.0,3.3,3.6,1.83,3.3,3.6,77,79,71,75,77,75,74,75,34,23.8,12,73.7,2.17,34,24.4,9,78.7,2.31
75,335157,Deportivo,Barcelona,12/05/2009 20:00:00,5.0,25.0,1,33.0,1-3,12,13,5.5,3.8,1.62,5.25,3.75,1.6,5.0,3.75,1.65,5.3,3.5,1.65,4.5,3.5,1.62,76,76,78,76,88,86,84,84,31,25.0,8,62.5,2.02,31,24.1,15,425.5,13.73
76,335158,Real Madrid,Almeria,12/05/2009 18:00:00,2.0,28.0,13,12.0,4-2,12,12,1.17,6.5,17.0,1.18,6.5,12.5,1.2,6.0,13.0,1.2,6.0,11.5,1.14,6.0,12.0,83,85,82,83,76,74,70,74,31,24.5,16,489.4,15.79,25,25.4,13,64.4,2.58
77,335159,Athletic Club,Valencia,12/06/2009 19:00:00,8.0,20.0,4,25.0,1-2,12,12,3.2,3.4,2.2,2.95,3.35,2.25,3.0,3.3,2.25,3.0,3.2,2.3,2.75,3.2,2.25,74,76,76,75,86,79,79,80,36,24.2,2,76.35,2.12,34,24.6,10,213.8,6.29
78,335160,Mallorca,Zaragoza,12/06/2009 15:00:00,6.0,21.0,14,12.0,4-1,12,12,1.85,3.5,4.2,1.8,3.4,4.3,1.8,3.4,4.33,1.8,3.4,4.3,1.73,3.2,4.33,76,73,73,73,75,74,74,74,27,25.7,11,51.1,1.89,37,25.5,18,87.5,2.36
79,335164,Getafe,Tenerife,12/13/2009 15:00:00,9.0,18.0,12,14.0,2-1,13,13,1.75,3.6,4.75,1.75,3.5,4.45,1.75,3.5,4.5,1.75,3.5,4.6,1.73,3.4,4.0,78,75,76,75,73,73,71,72,29,25.4,9,73.5,2.53,24,26.0,4,21.6,0.9
80,335166,Racing Santander,Xerez,12/13/2009 15:00:00,18.0,10.0,20,7.0,3-2,13,14,1.73,3.5,5.0,1.7,3.5,4.75,1.7,3.4,5.0,1.75,3.5,4.6,1.67,3.3,4.5,77,75,74,75,73,71,70,72,34,24.4,9,78.7,2.31,26,26.5,8,32.5,1.25
81,335168,Almeria,Deportivo,12/13/2009 15:00:00,15.0,12.0,5,25.0,1-1,13,13,2.7,3.1,2.7,2.6,3.3,2.55,2.6,3.25,2.6,2.7,3.2,2.5,2.5,3.2,2.5,76,74,70,74,76,76,78,76,25,25.4,13,64.4,2.58,31,25.0,8,62.5,2.02
82,335173,Valladolid,Sporting Gijon,12/20/2009 15:00:00,17.0,13.0,9,20.0,2-1,14,14,2.1,3.3,3.5,2.1,3.3,3.3,2.1,3.25,3.4,2.1,3.3,3.35,2.1,3.2,3.0,75,75,74,74,75,73,70,73,32,24.5,7,49.9,1.56,35,24.4,3,42.7,1.22
83,335175,Tenerife,Atletico,12/20/2009 17:00:00,12.0,14.0,13,13.0,1-1,14,14,3.1,3.4,2.25,3.15,3.2,2.2,3.0,3.3,2.25,3.0,3.4,2.2,3.0,3.2,2.1,73,73,71,72,85,81,76,79,24,26.0,4,21.6,0.9,37,23.1,16,210.4,5.69
84,335178,Xerez,Barcelona,12/02/2009 20:00:00,20.0,7.0,1,30.0,0-2,12,12,12.0,5.5,1.25,12.0,5.6,1.22,11.0,5.5,1.25,10.0,5.2,1.27,11.0,5.0,1.2,73,71,70,72,88,86,84,84,26,26.5,8,32.5,1.25,31,24.1,15,425.5,13.73
85,335182,Deportivo,Valencia,12/20/2009 19:00:00,6.0,26.0,4,28.0,0-0,14,14,2.8,3.25,2.5,2.9,3.35,2.45,2.85,3.25,2.4,2.8,3.3,2.4,2.75,3.2,2.25,76,76,78,76,86,79,79,80,31,25.0,8,62.5,2.02,34,24.6,10,213.8,6.29
86,335186,Real Madrid,Zaragoza,12/19/2009 20:00:00,2.0,34.0,18,12.0,6-0,14,14,1.2,6.5,13.0,1.18,6.5,12.5,1.2,6.25,12.0,1.2,6.0,12.0,1.2,5.5,12.0,83,85,82,83,75,74,74,74,31,24.5,16,489.4,15.79,37,25.5,18,87.5,2.36
87,335187,Athletic Club,Osasuna,12/19/2009 16:00:00,7.0,23.0,11,16.0,2-0,14,14,2.1,3.3,3.5,2.0,3.3,3.6,2.0,3.3,3.6,2.0,3.3,3.6,1.8,3.2,4.0,74,76,76,75,75,74,73,74,36,24.2,2,76.35,2.12,27,26.4,7,54.8,2.03
88,335197,Getafe,Valladolid,01/03/2010 15:00:00,8.0,24.0,13,16.0,1-0,15,15,1.8,3.5,4.5,1.75,3.3,4.8,1.75,3.4,4.75,1.8,3.5,4.1,1.67,3.3,4.5,78,75,76,75,75,75,74,74,29,25.4,9,73.5,2.53,32,24.5,7,49.9,1.56
89,335202,Barcelona,Villarreal,01/02/2010 18:00:00,1.0,39.0,9,21.0,1-1,15,15,1.33,4.75,10.0,1.35,4.95,9.25,1.33,4.75,8.5,1.33,4.8,8.5,1.33,4.33,7.0,88,86,84,84,81,80,77,78,31,24.1,15,425.5,13.73,31,25.4,13,166.7,5.38
90,335204,Almeria,Xerez,01/03/2010 15:00:00,17.0,13.0,20,7.0,1-0,15,15,1.8,3.5,4.5,1.8,3.5,4.75,1.75,3.4,4.75,1.8,3.5,4.1,1.67,3.3,4.5,76,74,70,74,73,71,70,72,25,25.4,13,64.4,2.58,26,26.5,8,32.5,1.25
91,335206,Valencia,Espanyol,01/02/2010 16:00:00,4.0,29.0,12,16.0,1-0,15,15,1.44,4.33,7.0,1.4,4.75,7.75,1.45,4.1,7.0,1.5,3.9,6.5,1.4,3.75,7.0,86,79,79,80,77,79,71,75,34,24.6,10,213.8,6.29,34,23.8,12,73.7,2.17
92,335207,Zaragoza,Deportivo,01/03/2010 15:00:00,19.0,12.0,6,27.0,0-0,15,15,2.6,3.25,2.7,2.5,3.2,2.7,2.55,3.25,2.65,2.55,3.3,2.55,2.5,3.25,2.4,75,74,74,74,76,76,78,76,37,25.5,18,87.5,2.36,31,25.0,8,62.5,2.02
93,335211,Mallorca,Athletic Club,01/03/2010 17:00:00,5.0,27.0,7,26.0,2-0,15,15,2.0,3.5,3.6,2.0,3.3,3.6,2.05,3.3,3.5,2.1,3.35,3.3,2.1,3.2,3.0,76,73,73,73,74,76,76,75,27,25.7,11,51.1,1.89,36,24.2,2,76.35,2.12
94,335214,Sporting Gijon,Getafe,01/10/2010 15:00:00,10.0,21.0,7,27.0,1-0,16,16,2.5,3.3,2.75,2.4,3.0,3.0,2.4,3.25,2.8,2.5,3.2,2.7,2.38,3.3,2.5,75,73,70,73,78,75,76,75,35,24.4,3,42.7,1.22,29,25.4,9,73.5,2.53
95,335219,Villarreal,Almeria,01/09/2010 21:00:00,9.0,22.0,14,16.0,1-1,16,16,1.44,4.2,7.5,1.45,4.0,7.0,1.5,3.9,6.5,1.45,4.0,7.0,1.44,3.75,6.0,81,80,77,78,76,74,70,74,31,25.4,13,166.7,5.38,25,25.4,13,64.4,2.58
96,335226,Real Madrid,Mallorca,01/10/2010 18:00:00,2.0,38.0,4,30.0,2-0,16,16,1.29,5.25,10.0,1.28,5.25,9.0,1.3,5.0,9.0,1.25,5.5,10.0,1.22,5.0,10.0,83,85,82,83,76,73,73,73,31,24.5,16,489.4,15.79,27,25.7,11,51.1,1.89
97,335233,Atletico,Sporting Gijon,01/17/2010 17:00:00,11.0,20.0,9,24.0,3-2,17,17,1.57,3.8,6.0,1.55,3.8,5.7,1.57,3.75,5.75,1.5,3.9,6.5,1.62,3.5,4.5,85,81,76,79,75,73,70,73,37,23.1,16,210.4,5.69,35,24.4,3,42.7,1.22
98,335238,Barcelona,Sevilla,01/16/2010 20:00:00,1.0,43.0,5\xc3\xa0,30.0,4-0,17,17,1.33,5.0,8.5,1.37,4.8,7.0,1.33,5.0,8.0,1.4,4.3,7.5,1.36,3.75,8.0,88,86,84,84,84,78,77,79,31,24.1,15,425.5,13.73,36,24.5,18,213.8,5.94
99,335240,Almeria,Tenerife,01/17/2010 15:00:00,15.0,17.0,17,15.0,1-1,17,17,1.95,3.4,3.8,1.9,3.3,3.95,1.95,3.35,3.75,1.9,3.3,3.9,1.83,3.3,3.6,76,74,70,74,73,73,71,72,25,25.4,13,64.4,2.58,24,26.0,4,21.6,0.9
100,335241,Valencia,Villarreal,01/17/2010 20:00:00,3.0,35.0,10,23.0,4-1,17,17,1.91,3.6,3.75,1.85,3.35,4.1,1.9,3.4,3.9,1.9,3.4,3.8,1.83,3.2,3.75,86,79,79,80,81,80,77,78,34,24.6,10,213.8,6.29,31,25.4,13,166.7,5.38
101,335242,Zaragoza,Xerez,01/17/2010 15:00:00,19.0,13.0,20,7.0,0-0,17,17,1.67,3.6,5.25,1.6,3.6,5.5,1.62,3.6,5.5,1.7,3.5,4.9,1.62,3.5,4.5,75,74,74,74,73,71,70,72,37,25.5,18,87.5,2.36,26,26.5,8,32.5,1.25
102,335246,Mallorca,Deportivo,01/17/2010 16:00:00,6.0,30.0,4,31.0,2-0,17,17,2.15,3.25,3.4,2.1,3.2,3.4,2.1,3.2,3.5,2.2,3.3,3.1,2.0,3.2,3.2,76,73,73,73,76,76,78,76,27,25.7,11,51.1,1.89,31,25.0,8,62.5,2.02
103,335251,Getafe,Atletico,01/24/2010 17:00:00,8.0,27.0,11,23.0,1-0,18,18,2.5,3.2,2.88,2.55,3.1,2.75,2.55,3.2,2.7,2.55,3.3,2.55,2.4,3.25,2.5,78,75,76,75,85,81,76,79,29,25.4,9,73.5,2.53,37,23.1,16,210.4,5.69
104,335254,Valladolid,Barcelona,01/23/2010 18:00:00,17.0,17.0,1,46.0,0-3,18,18,10.0,5.25,1.29,9.25,5.25,1.28,9.0,5.0,1.3,9.0,4.6,1.33,8.0,4.5,1.29,75,75,74,74,88,86,84,84,32,24.5,7,49.9,1.56,31,24.1,15,425.5,13.73
105,335256,Sevilla,Almeria,01/23/2010 17:00:00,6.0,30.0,15,18.0,1-0,18,18,1.44,4.2,7.5,1.45,4.0,7.0,1.45,4.0,7.5,1.5,3.9,6.5,1.44,3.6,6.5,84,78,77,79,76,74,70,74,36,24.5,18,213.8,5.94,25,25.4,13,64.4,2.58
106,335260,Espanyol,Mallorca,01/24/2010 15:00:00,14.0,19.0,4,33.0,1-1,18,18,2.4,3.2,3.0,2.35,3.25,2.85,2.4,3.2,2.9,2.35,3.2,2.9,2.25,3.2,2.75,77,79,71,75,76,73,73,73,34,23.8,12,73.7,2.17,27,25.7,11,51.1,1.89
107,335268,Espanyol,Athletic Club,01/30/2010 16:00:00,14.0,20.0,8,30.0,1-0,19,19,2.25,3.25,3.25,2.25,3.25,3.05,2.3,3.25,3.0,2.4,3.2,2.85,2.2,3.2,2.8,77,79,71,75,74,76,76,75,34,23.8,12,73.7,2.17,36,24.2,2,76.35,2.12
108,335270,Xerez,Mallorca,01/31/2010 15:00:00,20.0,8.0,4,34.0,2-1,19,19,3.5,3.3,2.1,3.6,3.3,2.0,3.6,3.3,2.0,3.6,3.3,2.0,3.2,3.2,2.0,73,71,70,72,76,73,73,73,26,26.5,8,32.5,1.25,27,25.7,11,51.1,1.89
109,335274,Tenerife,Zaragoza,01/31/2010 15:00:00,17.0,17.0,19,14.0,1-3,19,19,2.0,3.4,3.75,1.95,3.35,3.7,2.0,3.3,3.6,2.0,3.3,3.6,1.91,3.2,3.5,73,73,71,72,75,74,74,74,24,26.0,4,21.6,0.9,37,25.5,18,87.5,2.36
110,335277,Sevilla,Valencia,01/31/2010 20:00:00,6.0,33.0,3,39.0,2-1,19,19,2.25,3.4,3.2,2.2,3.3,3.1,2.25,3.25,3.1,2.2,3.4,3.0,2.2,3.2,2.8,84,78,77,79,86,79,79,80,36,24.5,18,213.8,5.94,34,24.6,10,213.8,6.29
111,335290,Athletic Club,Xerez,02/07/2010 15:00:00,8.0,30.0,20,11.0,3-2,20,20,1.5,3.75,7.5,1.5,3.8,6.5,1.45,4.0,7.0,1.5,3.8,6.7,1.44,3.75,6.0,74,76,76,75,73,71,70,72,36,24.2,2,76.35,2.12,26,26.5,8,32.5,1.25
112,335296,Mallorca,Villarreal,02/07/2010 16:00:00,5.0,34.0,9,26.0,1-0,20,20,2.3,3.25,3.1,2.35,3.4,3.0,2.3,3.2,3.0,2.3,3.2,3.0,2.2,3.2,2.8,76,73,73,73,81,80,77,78,27,25.7,11,51.1,1.89,31,25.4,13,166.7,5.38
113,335298,Osasuna,Tenerife,02/07/2010 15:00:00,10.0,26.0,19,17.0,1-0,20,20,1.8,3.5,4.5,1.75,3.35,4.7,1.8,3.4,4.33,1.8,3.3,4.5,1.67,3.3,4.5,75,74,73,74,73,73,71,72,27,26.4,7,54.8,2.03,24,26.0,4,21.6,0.9
114,335300,Zaragoza,Sevilla,02/07/2010 17:00:00,18.0,17.0,4,36.0,2-1,20,20,3.5,3.3,2.1,3.5,3.45,2.1,3.5,3.3,2.05,3.4,3.25,2.1,3.0,3.2,2.1,75,74,74,74,84,78,77,79,37,25.5,18,87.5,2.36,36,24.5,18,213.8,5.94
115,335302,Almeria,Sporting Gijon,02/07/2010 15:00:00,16.0,19.0,11,24.0,3-1,20,20,2.1,3.3,3.5,2.1,3.2,3.4,2.15,3.25,3.25,2.1,3.2,3.5,2.1,3.2,3.0,76,74,70,74,75,73,70,73,25,25.4,13,64.4,2.58,35,24.4,3,42.7,1.22
116,335304,Racing Santander,Atletico,02/07/2010 19:00:00,12.0,24.0,13,23.0,1-1,20,20,2.4,3.3,2.88,2.5,3.3,2.85,2.45,3.2,2.8,2.4,3.1,2.95,2.25,3.2,2.75,77,75,74,75,85,81,76,79,34,24.4,9,78.7,2.31,37,23.1,16,210.4,5.69
117,335305,Espanyol,Deportivo,02/14/2010 16:00:00,14.0,23.0,6,35.0,2-0,21,21,2.3,3.2,3.2,2.35,3.25,2.85,2.3,3.2,3.0,2.4,3.1,2.95,2.2,3.0,3.0,77,79,71,75,76,76,78,76,34,23.8,12,73.7,2.17,31,25.0,8,62.5,2.02
118,335306,Xerez,Real Madrid,02/13/2010 18:00:00,20.0,11.0,2,50.0,0-3,21,21,13.0,5.5,1.25,10.0,5.5,1.25,10.0,5.5,1.25,10.0,5.2,1.27,9.0,5.5,1.2,73,71,70,72,83,85,82,83,26,26.5,8,32.5,1.25,31,24.5,16,489.4,15.79
119,335308,Villarreal,Athletic Club,02/13/2010 21:00:00,10.0,26.0,7,33.0,2-1,21,21,1.8,3.5,4.5,1.8,3.65,4.5,1.8,3.4,4.33,1.9,3.3,3.9,1.8,3.3,3.75,81,80,77,78,74,76,76,75,31,25.4,13,166.7,5.38,36,24.2,2,76.35,2.12
120,335309,Tenerife,Mallorca,02/15/2010 19:00:00,19.0,17.0,4,37.0,1-0,21,21,2.5,3.2,2.88,2.45,3.25,2.75,2.45,3.25,2.75,2.5,3.2,2.7,2.38,3.2,2.6,73,73,71,72,76,73,73,73,24,26.0,4,21.6,0.9,27,25.7,11,51.1,1.89
121,335313,Valladolid,Zaragoza,02/14/2010 15:00:00,18.0,18.0,17,20.0,1-1,21,21,2.25,3.3,3.2,2.25,3.25,3.05,2.2,3.25,3.2,2.1,3.3,3.35,2.2,3.2,2.8,75,75,74,74,75,74,74,74,32,24.5,7,49.9,1.56,37,25.5,18,87.5,2.36
122,335325,Deportivo,Xerez,02/20/2010 16:00:00,6.0,35.0,20,11.0,2-1,22,22,1.53,3.75,7.0,1.45,3.85,7.5,1.5,3.8,6.75,1.45,4.0,7.0,1.5,3.5,6.0,76,76,78,76,73,71,70,72,31,25.0,8,62.5,2.02,26,26.5,8,32.5,1.25
123,335326,Real Madrid,Villarreal,02/21/2010 20:00:00,2.0,53.0,9,29.0,6-2,22,22,1.3,5.5,9.0,1.28,5.65,10.5,1.3,5.0,9.0,1.27,5.2,10.0,1.3,4.33,8.0,83,85,82,83,81,80,77,78,31,24.5,16,489.4,15.79,31,25.4,13,166.7,5.38
124,335328,Athletic Club,Tenerife,02/21/2010 15:00:00,7.0,33.0,18,20.0,4-1,22,22,1.73,3.5,5.0,1.65,3.55,5.15,1.67,3.6,5.0,1.65,3.5,5.3,1.62,3.5,4.5,74,76,76,75,73,73,71,72,36,24.2,2,76.35,2.12,24,26.0,4,21.6,0.9
125,335333,Osasuna,Valladolid,02/21/2010 15:00:00,10.0,29.0,19,19.0,1-1,22,22,1.85,3.4,4.33,1.8,3.35,4.4,1.83,3.4,4.25,1.8,3.4,4.3,1.8,3.2,4.0,75,74,73,74,75,75,74,74,27,26.4,7,54.8,2.03,32,24.5,7,49.9,1.56
126,335335,Zaragoza,Sporting Gijon,02/21/2010 15:00:00,17.0,21.0,13,25.0,1-3,22,22,1.91,3.4,4.0,1.9,3.35,3.9,1.9,3.4,3.9,1.85,3.4,4.0,1.8,3.3,3.75,75,74,74,74,75,73,70,73,37,25.5,18,87.5,2.36,35,24.4,3,42.7,1.22
127,335336,Valencia,Getafe,02/22/2010 20:00:00,3.0,43.0,8,32.0,2-1,22,22,1.57,4.0,5.5,1.5,3.8,6.5,1.55,3.75,6.0,1.55,3.7,6.0,1.5,3.6,5.5,86,79,79,80,78,75,76,75,34,24.6,10,213.8,6.29,29,25.4,9,73.5,2.53
128,335338,Almeria,Atletico,02/21/2010 17:00:00,16.0,23.0,11,27.0,1-0,22,22,2.7,3.4,2.5,2.9,3.35,2.45,2.85,3.25,2.4,2.8,3.3,2.4,2.75,3.2,2.25,76,74,70,74,85,81,76,79,25,25.4,13,64.4,2.58,37,23.1,16,210.4,5.69
129,335339,Barcelona,Racing Santander,02/20/2010 18:00:00,1.0,55.0,14,25.0,4-0,22,22,1.2,6.5,13.0,1.18,6.35,13.0,1.2,6.0,13.0,1.2,5.7,13.0,1.17,5.5,12.0,88,86,84,84,77,75,74,75,31,24.1,15,425.5,13.73,34,24.4,9,78.7,2.31
130,335353,Xerez,Espanyol,02/28/2010 15:00:00,20.0,11.0,15,26.0,1-1,23,23,3.0,3.25,2.38,3.05,3.25,2.25,3.0,3.2,2.3,2.8,3.2,2.45,2.75,3.2,2.25,73,71,70,72,77,79,71,75,26,26.5,8,32.5,1.25,34,23.8,12,73.7,2.17
131,335359,Sevilla,Athletic Club,02/28/2010 18:00:00,4.0,42.0,3,46.0,0-0,23,23,1.67,3.75,5.0,1.6,3.75,5.25,1.65,3.75,5.0,1.6,3.7,5.4,1.62,3.5,4.5,84,78,77,79,74,76,76,75,36,24.5,18,213.8,5.94,36,24.2,2,76.35,2.12
132,335360,Valladolid,Mallorca,02/28/2010 15:00:00,19.0,20.0,6,37.0,1-2,23,23,2.5,3.25,2.8,2.4,3.25,2.8,2.4,3.2,2.85,2.45,3.2,2.85,2.25,3.2,2.75,75,75,74,74,76,73,73,73,32,24.5,7,49.9,1.56,27,25.7,11,51.1,1.89
133,335365,Getafe,Zaragoza,02/27/2010 16:00:00,8.0,32.0,17,21.0,0-2,23,23,1.91,3.4,4.0,1.8,3.4,4.3,1.9,3.3,4.0,1.9,3.4,3.7,1.67,3.4,4.33,78,75,76,75,75,74,74,74,29,25.4,9,73.5,2.53,37,25.5,18,87.5,2.36
134,335368,Atletico,Valencia,02/28/2010 20:00:00,13.0,27.0,3,46.0,4-1,23,23,2.5,3.3,2.75,2.4,3.3,2.75,2.4,3.25,2.8,2.35,3.3,2.85,2.25,3.2,2.75,85,81,76,79,86,79,79,80,37,23.1,16,210.4,5.69,34,24.6,10,213.8,6.29
135,335374,Espanyol,Villarreal,03/07/2010 16:00:00,15.0,27.0,8,32.0,0-0,24,24,2.4,3.25,2.9,2.35,3.3,2.85,2.4,3.25,2.85,2.4,3.3,2.8,2.38,3.2,2.6,77,79,71,75,81,80,77,78,34,23.8,12,73.7,2.17,31,25.4,13,166.7,5.38
136,335375,Deportivo,Tenerife,03/06/2010 16:00:00,6.0,38.0,18,20.0,3-1,24,24,1.62,3.6,5.75,1.6,3.65,5.5,1.65,3.6,5.2,1.6,3.6,5.6,1.57,3.5,5.0,76,76,78,76,73,73,71,72,31,25.0,8,62.5,2.02,24,26.0,4,21.6,0.9
137,335381,Real Madrid,Sevilla,03/06/2010 21:00:00,2.0,59.0,4,43.0,3-2,24,24,1.4,4.5,8.0,1.35,4.8,7.5,1.36,4.5,8.25,1.4,4.3,7.5,1.36,4.0,7.0,83,85,82,83,84,78,77,79,31,24.5,16,489.4,15.79,36,24.5,18,213.8,5.94
138,335383,Athletic Club,Valladolid,03/07/2010 17:00:00,7.0,37.0,19,20.0,2-0,24,24,1.67,3.6,5.25,1.7,3.65,4.5,1.75,3.5,4.5,1.7,3.5,4.9,1.62,3.5,4.5,74,76,76,75,75,75,74,74,36,24.2,2,76.35,2.12,32,24.5,7,49.9,1.56
139,335385,Mallorca,Sporting Gijon,03/07/2010 15:00:00,5.0,40.0,10,31.0,3-0,24,24,1.73,3.6,4.75,1.7,3.5,4.85,1.75,3.4,4.75,1.7,3.5,4.9,1.67,3.3,4.5,76,73,73,73,75,73,70,73,27,25.7,11,51.1,1.89,35,24.4,3,42.7,1.22
140,335386,Osasuna,Getafe,03/07/2010 15:00:00,12.0,30.0,9,32.0,0-0,24,24,2.2,3.25,3.25,2.15,3.3,3.2,2.1,3.25,3.4,2.1,3.3,3.35,2.1,3.2,3.0,75,74,73,74,78,75,76,75,27,26.4,7,54.8,2.03,29,25.4,9,73.5,2.53
141,335388,Valencia,Racing Santander,03/08/2010 19:00:00,3.0,46.0,16,25.0,0-0,24,24,1.57,3.8,6.0,1.5,4.0,6.0,1.5,4.0,6.2,1.5,3.9,6.5,1.44,3.75,6.0,86,79,79,80,77,75,74,75,34,24.6,10,213.8,6.29,34,24.4,9,78.7,2.31
142,335389,Almeria,Barcelona,03/06/2010 19:00:00,13.0,29.0,1,61.0,2-2,24,24,11.0,5.75,1.25,9.0,5.25,1.28,11.0,5.0,1.27,9.5,4.8,1.3,10.0,4.5,1.25,76,74,70,74,88,86,84,84,25,25.4,13,64.4,2.58,31,24.1,15,425.5,13.73
143,335394,Sevilla,Deportivo,03/13/2010 21:00:00,5.0,43.0,6,41.0,1-1,25,25,1.62,3.6,5.5,1.65,3.8,5.4,1.62,3.6,5.5,1.65,3.5,5.3,1.62,3.25,5.0,84,78,77,79,76,76,78,76,36,24.5,18,213.8,5.94,31,25.0,8,62.5,2.02
144,335395,Valladolid,Real Madrid,03/14/2010 19:00:00,19.0,20.0,1,62.0,1-4,25,25,10.0,5.25,1.29,10.5,5.65,1.28,10.0,4.75,1.3,10.0,5.0,1.27,8.0,5.0,1.25,75,75,74,74,83,85,82,83,32,24.5,7,49.9,1.56,31,24.5,16,489.4,15.79
145,335397,Sporting Gijon,Athletic Club,03/13/2010 18:00:00,12.0,31.0,7,40.0,0-0,25,25,2.38,3.25,3.0,2.45,3.25,2.95,2.35,3.25,2.9,2.45,3.2,2.8,2.38,3.2,2.6,75,73,70,73,74,76,76,75,35,24.4,3,42.7,1.22,36,24.2,2,76.35,2.12
146,335398,Getafe,Mallorca,03/13/2010 16:00:00,9.0,33.0,4,43.0,3-0,25,25,2.1,3.3,3.5,2.1,3.3,3.3,2.1,3.25,3.4,2.15,3.25,3.25,2.1,3.2,3.0,78,75,76,75,76,73,73,73,29,25.4,9,73.5,2.53,27,25.7,11,51.1,1.89
147,335403,Racing Santander,Zaragoza,03/14/2010 15:00:00,16.0,26.0,17,25.0,0-0,25,25,2.2,3.3,3.25,2.25,3.25,3.05,2.2,3.25,3.2,2.1,3.3,3.5,2.1,3.2,3.0,77,75,74,75,75,74,74,74,34,24.4,9,78.7,2.31,37,25.5,18,87.5,2.36
148,335414,Espanyol,Sevilla,03/20/2010 21:00:00,14.0,28.0,4,44.0,2-0,26,26,3.2,3.3,2.25,3.0,3.3,2.25,3.0,3.25,2.25,3.2,3.2,2.2,2.8,3.2,2.2,77,79,71,75,84,78,77,79,34,23.8,12,73.7,2.17,36,24.5,18,213.8,5.94
149,335415,Deportivo,Valladolid,03/20/2010 16:00:00,6.0,42.0,19,20.0,0-2,26,26,1.67,3.6,5.25,1.62,3.7,5.25,1.65,3.7,5.0,1.6,3.6,5.6,1.57,3.5,5.0,76,76,78,76,75,75,74,74,31,25.0,8,62.5,2.02,32,24.5,7,49.9,1.56
150,335419,Athletic Club,Getafe,03/20/2010 17:00:00,7.0,41.0,8,36.0,2-2,26,26,2.1,3.3,3.5,2.05,3.4,3.3,2.1,3.25,3.4,2.0,3.3,3.6,1.91,3.2,3.5,74,76,76,75,78,75,76,75,36,24.2,2,76.35,2.12,29,25.4,9,73.5,2.53
151,335423,Osasuna,Racing Santander,03/21/2010 15:00:00,13.0,31.0,16,27.0,1-3,26,26,2.0,3.3,3.75,2.05,3.25,3.5,2.0,3.25,3.75,2.0,3.3,3.6,1.91,3.2,3.5,75,74,73,74,77,75,74,75,27,26.4,7,54.8,2.03,34,24.4,9,78.7,2.31
152,335425,Valencia,Almeria,03/21/2010 17:00:00,3.0,47.0,11,33.0,2-0,26,26,1.57,3.75,6.0,1.55,4.0,5.5,1.55,3.75,6.0,1.6,3.6,5.6,1.62,3.5,4.5,86,79,79,80,76,74,70,74,34,24.6,10,213.8,6.29,25,25.4,13,64.4,2.58
153,335426,Tenerife,Villarreal,03/24/2010 18:00:00,18.0,23.0,9,36.0,2-2,27,27,2.88,3.3,2.4,2.85,3.3,2.35,2.8,3.2,2.45,2.8,3.3,2.4,2.5,3.25,2.4,73,73,71,72,81,80,77,78,24,26.0,4,21.6,0.9,31,25.4,13,166.7,5.38
