,match_id,Home,Away,Datetime,HomePos,HomePts,AwayPos,AwayPts,Result,HomeMatches,AwayMatches,OddsH1,OddsD1,OddsA1,OddsH2,OddsD2,OddsA2,OddsH3,OddsD3,OddsA3,OddsH4,OddsD4,OddsA4,OddsH5,OddsD5,OddsA5,HATT,HMID,HDEF,HOVR,HATT,HMID,HDEF,HOVR,HNplayers,HAverageAge,HNforeign,HPlayerValues,HMarketValue,ANplayers,AAverageAge,ANforeign,APlayerValues,AMarketValue
154,335433,Valladolid,Espanyol,03/24/2010 18:00:00,19.0,23.0,14,31.0,0-0,27,27,2.25,3.3,3.2,2.2,3.2,3.2,2.2,3.25,3.2,2.1,3.3,3.35,2.2,3.2,2.8,75,75,74,74,77,79,71,75,32,24.5,7,49.9,1.56,34,23.8,12,73.7,2.17
155,335434,Sporting Gijon,Deportivo,03/23/2010 18:00:00,12.0,32.0,7,42.0,2-1,27,27,2.4,3.3,2.88,2.45,3.2,2.8,2.45,3.2,2.8,2.5,3.3,2.65,2.38,3.2,2.6,75,73,70,73,76,76,78,76,35,24.4,3,42.7,1.22,31,25.0,8,62.5,2.02
156,335441,Racing Santander,Mallorca,03/24/2010 18:00:00,16.0,30.0,4,46.0,0-0,27,27,2.35,3.3,3.0,2.35,3.25,2.9,2.45,3.25,2.75,2.4,3.3,2.8,2.25,3.2,2.75,77,75,74,75,76,73,73,73,34,24.4,9,78.7,2.31,27,25.7,11,51.1,1.89
157,335442,Barcelona,Osasuna,03/24/2010 18:00:00,2.0,68.0,13,31.0,2-0,27,27,1.13,8.0,19.0,1.12,7.5,18.5,1.12,7.5,19.0,1.15,7.0,13.0,1.12,6.5,13.0,88,86,84,84,75,74,73,74,31,24.1,15,425.5,13.73,27,26.4,7,54.8,2.03
158,335443,Almeria,Zaragoza,03/24/2010 18:00:00,11.0,33.0,17,26.0,1-0,27,27,2.05,3.3,3.6,2.0,3.4,3.5,2.1,3.25,3.4,2.2,3.3,3.1,1.91,3.25,3.4,76,74,70,74,75,74,74,74,25,25.4,13,64.4,2.58,37,25.5,18,87.5,2.36
159,335446,Villarreal,Sevilla,03/28/2010 19:00:00,10.0,37.0,5,45.0,3-0,28,28,2.25,3.3,3.2,2.15,3.3,3.2,2.25,3.25,3.1,2.3,3.3,2.9,2.25,3.2,2.75,81,80,77,78,84,78,77,79,31,25.4,13,166.7,5.38,36,24.5,18,213.8,5.94
160,335449,Espanyol,Sporting Gijon,03/28/2010 17:00:00,13.0,32.0,12,35.0,0-0,28,28,1.91,3.4,4.0,2.0,3.3,3.6,1.95,3.3,3.8,1.9,3.3,3.9,1.83,3.3,3.6,77,79,71,75,75,73,70,73,34,23.8,12,73.7,2.17,35,24.4,3,42.7,1.22
161,335451,Deportivo,Getafe,03/28/2010 17:00:00,7.0,42.0,9,37.0,1-3,28,28,2.1,3.3,3.5,2.0,3.3,3.6,2.05,3.2,3.6,2.0,3.3,3.6,2.0,3.2,3.2,76,76,78,76,78,75,76,75,31,25.0,8,62.5,2.02,29,25.4,9,73.5,2.53
162,335455,Athletic Club,Racing Santander,03/29/2010 20:00:00,6.0,42.0,15,31.0,4-3,28,28,1.91,3.4,4.0,1.88,3.35,4.0,1.87,3.4,4.0,1.85,3.4,4.0,1.83,3.2,3.75,74,76,76,75,77,75,74,75,36,24.2,2,76.35,2.12,34,24.4,9,78.7,2.31
163,335457,Mallorca,Barcelona,03/27/2010 18:00:00,4.0,47.0,2,71.0,0-1,28,28,7.5,4.2,1.44,6.25,4.25,1.45,6.5,4.0,1.5,6.2,4.0,1.5,6.5,4.0,1.4,76,73,73,73,88,86,84,84,27,25.7,11,51.1,1.89,31,24.1,15,425.5,13.73
164,335458,Osasuna,Almeria,03/28/2010 17:00:00,14.0,31.0,11,36.0,1-0,28,28,2.2,3.3,3.3,2.15,3.2,3.3,2.2,3.2,3.2,2.1,3.25,3.4,2.1,3.2,3.0,75,74,73,74,76,74,70,74,27,26.4,7,54.8,2.03,25,25.4,13,64.4,2.58
165,335462,Sevilla,Tenerife,04/03/2010 21:00:00,5.0,45.0,18,25.0,3-0,29,29,1.4,4.5,8.0,1.42,4.25,7.0,1.42,4.0,8.0,1.4,4.3,7.5,1.44,3.75,6.0,84,78,77,79,73,73,71,72,36,24.5,18,213.8,5.94,24,26.0,4,21.6,0.9
166,335463,Valladolid,Villarreal,04/04/2010 16:00:00,19.0,24.0,8,40.0,0-2,29,29,2.88,3.3,2.4,2.95,3.25,2.3,2.75,3.25,2.45,2.85,3.2,2.4,2.6,3.2,2.38,75,75,74,74,81,80,77,78,32,24.5,7,49.9,1.56,31,25.4,13,166.7,5.38
167,335466,Getafe,Espanyol,04/04/2010 16:00:00,9.0,40.0,14,33.0,1-1,29,29,1.8,3.5,4.5,1.8,3.5,4.2,1.8,3.5,4.25,1.85,3.4,4.0,1.8,3.3,3.75,78,75,76,75,77,79,71,75,29,25.4,9,73.5,2.53,34,23.8,12,73.7,2.17
168,335468,Atletico,Deportivo,04/04/2010 20:00:00,10.0,37.0,7,42.0,3-0,29,29,1.83,3.5,4.33,1.8,3.45,4.25,1.8,3.5,4.25,1.8,3.4,4.3,1.8,3.3,3.75,85,81,76,79,76,76,78,76,37,23.1,16,210.4,5.69,31,25.0,8,62.5,2.02
169,335480,Tenerife,Valladolid,04/10/2010 19:00:00,18.0,25.0,19,24.0,0-0,30,30,2.0,3.4,3.75,1.95,3.4,3.65,2.0,3.3,3.6,2.0,3.3,3.6,1.91,3.2,3.5,73,73,71,72,75,75,74,74,24,26.0,4,21.6,0.9,32,24.5,7,49.9,1.56
170,335481,Villarreal,Sporting Gijon,04/10/2010 19:00:00,7.0,43.0,11,37.0,1-0,30,30,1.5,4.0,7.0,1.5,3.85,6.5,1.53,3.75,6.5,1.45,4.0,7.0,1.5,3.5,6.0,81,80,77,78,75,73,70,73,31,25.4,13,166.7,5.38,35,24.4,3,42.7,1.22
171,335484,Espanyol,Atletico,04/11/2010 18:00:00,14.0,34.0,10,40.0,3-0,30,30,2.5,3.25,2.8,2.5,3.3,2.85,2.5,3.25,2.7,2.6,3.2,2.6,2.38,3.2,2.6,77,79,71,75,85,81,76,79,34,23.8,12,73.7,2.17,37,23.1,16,210.4,5.69
172,335485,Deportivo,Racing Santander,04/11/2010 16:00:00,8.0,42.0,17,31.0,1-1,30,30,2.0,3.4,3.8,2.05,3.35,3.4,2.0,3.3,3.6,2.0,3.3,3.6,1.83,3.2,3.75,76,76,78,76,77,75,74,75,31,25.0,8,62.5,2.02,34,24.4,9,78.7,2.31
173,335486,Real Madrid,Barcelona,04/10/2010 21:00:00,1.0,77.0,2,77.0,0-2,30,30,2.5,3.4,2.7,2.45,3.7,2.7,2.5,3.4,2.6,2.4,3.5,2.65,2.25,3.2,2.75,83,85,82,83,88,86,84,84,31,24.5,16,489.4,15.79,31,24.1,15,425.5,13.73
174,335488,Mallorca,Valencia,04/11/2010 20:00:00,4.0,48.0,3,56.0,3-2,30,30,2.38,3.25,3.0,2.5,3.3,2.85,2.35,3.3,2.85,2.45,3.3,2.75,2.25,3.2,2.75,76,73,73,73,86,79,79,80,27,25.7,11,51.1,1.89,34,24.6,10,213.8,6.29
175,335489,Osasuna,Zaragoza,04/11/2010 16:00:00,13.0,34.0,15,32.0,2-0,30,30,2.25,3.25,3.2,2.25,3.15,3.15,2.2,3.2,3.2,2.1,3.25,3.4,2.1,3.2,3.0,75,74,73,74,75,74,74,74,27,26.4,7,54.8,2.03,37,25.5,18,87.5,2.36
176,335492,Valladolid,Sevilla,04/13/2010 19:00:00,19.0,25.0,5,51.0,2-1,31,31,4.0,3.5,1.91,4.15,3.5,1.8,3.75,3.35,1.95,3.6,3.3,2.0,3.6,3.3,1.83,75,75,74,74,84,78,77,79,32,24.5,7,49.9,1.56,36,24.5,18,213.8,5.94
177,335494,Sporting Gijon,Tenerife,04/13/2010 19:00:00,11.0,37.0,18,26.0,0-2,31,31,1.91,3.4,4.0,1.85,3.35,4.1,1.9,3.3,4.0,1.9,3.4,3.7,1.73,3.4,4.0,75,73,70,73,73,73,71,72,35,24.4,3,42.7,1.22,24,26.0,4,21.6,0.9
178,335495,Getafe,Villarreal,04/13/2010 21:00:00,8.0,44.0,8,46.0,3-0,31,31,2.5,3.3,2.75,2.45,3.25,2.75,2.45,3.3,2.75,2.3,3.3,2.9,2.25,3.2,2.75,78,75,76,75,81,80,77,78,29,25.4,9,73.5,2.53,31,25.4,13,166.7,5.38
179,335496,Atletico,Xerez,04/14/2010 19:00:00,10.0,40.0,20,23.0,1-2,31,31,1.36,4.5,9.0,1.35,4.6,8.0,1.35,4.5,8.5,1.45,4.0,7.0,1.36,4.0,7.0,85,81,76,79,73,71,70,72,37,23.1,16,210.4,5.69,26,26.5,8,32.5,1.25
180,335502,Valencia,Athletic Club,04/15/2010 21:00:00,3.0,56.0,6,48.0,2-0,31,31,1.62,3.75,5.5,1.6,3.65,5.5,1.62,3.6,5.5,1.55,3.7,6.0,1.62,3.5,4.5,86,79,79,80,74,76,76,75,34,24.6,10,213.8,6.29,36,24.2,2,76.35,2.12
181,335505,Zaragoza,Mallorca,04/14/2010 19:00:00,16.0,32.0,4,51.0,1-1,31,31,2.2,3.3,3.2,2.25,3.3,3.0,2.3,3.25,3.0,2.3,3.4,2.8,2.25,3.2,2.75,75,74,74,74,76,73,73,73,37,25.5,18,87.5,2.36,27,25.7,11,51.1,1.89
182,335511,Tenerife,Getafe,04/18/2010 16:00:00,18.0,29.0,7,47.0,3-2,32,32,2.4,3.3,2.88,2.4,3.25,2.8,2.4,3.2,2.85,2.25,3.2,2.9,2.4,3.25,2.5,73,73,71,72,78,75,76,75,24,26.0,4,21.6,0.9,29,25.4,9,73.5,2.53
183,335519,Deportivo,Almeria,04/18/2010 16:00:00,9.0,43.0,13,37.0,0-0,32,32,1.91,3.4,4.0,1.9,3.3,3.95,1.95,3.35,3.75,1.9,3.3,3.7,1.8,3.2,4.0,76,76,78,76,76,74,70,74,31,25.0,8,62.5,2.02,25,25.4,13,64.4,2.58
184,335525,Mallorca,Osasuna,04/19/2010 20:00:00,4.0,52.0,11,38.0,2-0,32,32,1.62,3.6,6.0,1.65,3.6,5.0,1.6,3.75,5.5,1.6,3.6,5.0,1.5,3.5,6.0,76,73,73,73,75,74,73,74,27,25.7,11,51.1,1.89,27,26.4,7,54.8,2.03
185,335528,Sporting Gijon,Valladolid,04/25/2010 16:00:00,14.0,37.0,19,29.0,0-2,33,33,2.25,3.25,3.25,2.25,3.2,3.1,2.25,3.2,3.1,2.1,3.3,3.1,2.1,3.2,3.0,75,73,70,73,75,75,74,74,35,24.4,3,42.7,1.22,32,24.5,7,49.9,1.56
186,335529,Getafe,Sevilla,04/25/2010 20:00:00,8.0,47.0,5,54.0,4-3,33,33,2.8,3.25,2.5,2.65,3.3,2.5,2.7,3.25,2.5,2.7,3.3,2.3,2.5,3.2,2.5,78,75,76,75,84,78,77,79,29,25.4,9,73.5,2.53,36,24.5,18,213.8,5.94
187,335530,Atletico,Tenerife,04/25/2010 18:00:00,10.0,40.0,18,32.0,3-1,33,33,1.8,3.5,4.5,1.75,3.8,4.6,1.73,3.6,4.5,1.7,3.6,4.2,1.62,3.5,4.5,85,81,76,79,73,73,71,72,37,23.1,16,210.4,5.69,24,26.0,4,21.6,0.9
188,335531,Racing Santander,Villarreal,04/25/2010 16:00:00,15.0,36.0,6,49.0,1-2,33,33,3.0,3.25,2.38,2.9,3.3,2.3,2.9,3.25,2.35,2.6,3.3,2.4,2.6,3.2,2.38,77,75,74,75,81,80,77,78,34,24.4,9,78.7,2.31,31,25.4,13,166.7,5.38
189,335532,Barcelona,Xerez,04/24/2010 17:00:00,1.0,84.0,20,27.0,3-1,33,33,1.1,8.5,29.0,1.08,9.5,19.0,1.08,9.0,24.0,1.1,7.3,15.0,1.07,8.0,15.0,88,86,84,84,73,71,70,72,31,24.1,15,425.5,13.73,26,26.5,8,32.5,1.25
190,335535,Zaragoza,Real Madrid,04/24/2010 19:00:00,16.0,34.0,2,83.0,1-2,33,33,10.0,5.5,1.29,9.0,5.25,1.34,9.0,5.0,1.3,7.8,4.6,1.33,8.0,4.5,1.29,75,74,74,74,83,85,82,83,37,25.5,18,87.5,2.36,31,24.5,16,489.4,15.79
191,335536,Osasuna,Athletic Club,04/26/2010 20:00:00,11.0,38.0,7,49.0,0-0,33,33,2.5,3.25,2.8,2.45,3.15,2.8,2.45,3.25,2.8,2.3,3.1,2.9,2.38,3.0,2.75,75,74,73,74,74,76,76,75,27,26.4,7,54.8,2.03,36,24.2,2,76.35,2.12
192,335546,Real Madrid,Osasuna,05/02/2010 18:00:00,2.0,86.0,12,39.0,3-2,34,34,1.13,8.0,19.0,1.12,8.5,14.0,1.1,8.0,19.0,1.12,7.0,14.0,1.12,6.0,15.0,83,85,82,83,75,74,73,74,31,24.5,16,489.4,15.79,27,26.4,7,54.8,2.03
193,335548,Getafe,Sporting Gijon,05/04/2010 19:00:00,7.0,51.0,14,38.0,1-1,35,35,1.57,3.8,6.0,1.5,3.85,6.35,1.57,3.75,5.75,1.6,3.6,5.0,1.53,4.0,6.0,78,75,76,75,75,73,70,73,29,25.4,9,73.5,2.53,35,24.4,3,42.7,1.22
194,335549,Atletico,Valladolid,05/05/2010 19:00:00,10.0,43.0,19,33.0,3-1,35,35,2.0,3.5,3.6,2.1,3.4,3.2,2.0,3.3,3.6,2.0,3.3,3.3,1.91,3.5,3.75,85,81,76,79,75,75,74,74,37,23.1,16,210.4,5.69,32,24.5,7,49.9,1.56
195,335551,Barcelona,Tenerife,05/04/2010 19:00:00,1.0,90.0,18,35.0,4-1,35,35,1.06,11.0,29.0,1.08,10.0,18.5,1.07,11.0,34.0,1.07,7.5,20.0,1.07,11.0,23.0,88,86,84,84,73,73,71,72,31,24.1,15,425.5,13.73,24,26.0,4,21.6,0.9
196,335552,Almeria,Villarreal,05/04/2010 19:00:00,13.0,38.0,6,52.0,4-2,35,35,3.2,3.25,2.25,3.1,3.3,2.2,3.1,3.3,2.2,2.9,3.3,2.2,3.1,3.4,2.25,76,74,70,74,81,80,77,78,25,25.4,13,64.4,2.58,31,25.4,13,166.7,5.38
197,335555,Valencia,Xerez,05/04/2010 21:00:00,3.0,65.0,20,30.0,3-1,35,35,1.25,5.75,11.0,1.25,5.75,9.5,1.25,5.75,10.0,1.2,5.5,12.0,1.22,6.0,12.0,86,79,79,80,73,71,70,72,34,24.6,10,213.8,6.29,26,26.5,8,32.5,1.25
198,335559,Osasuna,Deportivo,05/05/2010 19:00:00,12.0,39.0,9,44.0,3-1,35,35,1.73,3.6,4.75,1.65,3.75,4.75,1.7,3.6,4.75,1.65,3.5,4.6,1.73,3.75,4.5,75,74,73,74,76,76,78,76,27,26.4,7,54.8,2.03,31,25.0,8,62.5,2.02
199,335564,Sporting Gijon,Atletico,05/08/2010 20:00:00,15.0,39.0,9,46.0,1-1,36,36,1.67,3.8,5.0,1.7,3.6,4.6,1.7,3.75,4.5,1.5,4.0,5.0,1.67,3.6,4.0,75,73,70,73,85,81,76,79,35,24.4,3,42.7,1.22,37,23.1,16,210.4,5.69
200,335565,Valladolid,Racing Santander,05/08/2010 20:00:00,19.0,33.0,17,36.0,2-1,36,36,2.1,3.2,3.6,2.1,3.3,3.3,2.05,3.4,3.4,2.0,3.3,3.3,1.91,3.25,3.4,75,75,74,74,77,75,74,75,32,24.5,7,49.9,1.56,34,24.4,9,78.7,2.31
201,335566,Sevilla,Barcelona,05/08/2010 20:00:00,4.0,60.0,1,93.0,2-3,36,36,6.0,4.33,1.5,6.0,4.5,1.45,5.75,4.1,1.52,5.3,4.0,1.5,5.0,4.0,1.5,84,78,77,79,88,86,84,84,36,24.5,18,213.8,5.94,31,24.1,15,425.5,13.73
202,335567,Tenerife,Almeria,05/08/2010 20:00:00,18.0,35.0,12,41.0,2-2,36,36,1.67,3.75,5.0,1.62,3.8,5.0,1.67,3.75,4.75,1.7,3.5,4.4,1.62,3.5,4.5,73,73,71,72,76,74,70,74,24,26.0,4,21.6,0.9,25,25.4,13,64.4,2.58
203,335568,Villarreal,Valencia,05/08/2010 20:00:00,7.0,52.0,3,68.0,2-0,36,36,1.73,3.8,4.5,1.7,3.75,4.4,1.73,3.75,4.33,1.6,3.6,5.0,1.8,3.4,3.6,81,80,77,78,86,79,79,80,31,25.4,13,166.7,5.38,34,24.6,10,213.8,6.29
204,335570,Espanyol,Osasuna,05/08/2010 20:00:00,13.0,41.0,11,42.0,2-1,36,36,2.1,3.2,3.6,2.1,2.85,3.9,2.05,3.25,3.5,1.9,3.2,3.8,2.0,3.0,3.5,77,79,71,75,75,74,73,74,34,23.8,12,73.7,2.17,27,26.4,7,54.8,2.03
205,335576,Atletico,Getafe,05/15/2010 19:00:00,9.0,47.0,6,55.0,0-3,37,37,4.75,4.2,1.65,4.5,3.95,1.65,4.5,4.0,1.65,4.6,3.5,1.65,4.0,3.6,1.67,85,81,76,79,78,75,76,75,37,23.1,16,210.4,5.69,29,25.4,9,73.5,2.53
206,335580,Valencia,Tenerife,05/16/2010 18:00:00,3.0,68.0,18,36.0,1-0,37,37,2.2,3.6,3.0,2.1,3.4,3.2,2.2,3.5,2.9,2.1,3.4,3.0,2.1,3.4,2.8,86,79,79,80,73,73,71,72,34,24.6,10,213.8,6.29,24,26.0,4,21.6,0.9
207,335581,Zaragoza,Villarreal,05/15/2010 19:00:00,15.0,40.0,7,55.0,3-3,37,37,4.0,3.6,1.85,4.0,3.6,1.8,4.0,3.5,1.83,3.6,3.5,1.85,3.6,3.4,1.8,75,74,74,74,81,80,77,78,37,25.5,18,87.5,2.36,31,25.4,13,166.7,5.38
208,335584,Athletic Club,Deportivo,05/15/2010 17:00:00,8.0,51.0,10,47.0,2-0,37,37,1.8,3.6,4.33,1.75,3.6,4.3,1.75,3.5,4.5,1.8,3.4,4.0,1.73,3.2,4.33,74,76,76,75,76,76,78,76,36,24.2,2,76.35,2.12,31,25.0,8,62.5,2.02
