,match_id,Home,Away,Datetime,HomePos,HomePts,AwayPos,AwayPts,Result,HomeMatches,AwayMatches,OddsH1,OddsD1,OddsA1,OddsH2,OddsD2,OddsA2,OddsH3,OddsD3,OddsA3,OddsH4,OddsD4,OddsA4,OddsH5,OddsD5,OddsA5,HNplayers,HAverageAge,HNforeign,HPlayerValues,HMarketValue,ANplayers,AAverageAge,ANforeign,APlayerValues,AMarketValue,HATT,HMID,HDEF,HOVR,HATT,HMID,HDEF,HOVR
0,1080709,Watford,Everton,12/10/2016 12:30:00,11.0,18.0,8.0,20.0,3-2,14.0,14,3.1,3.4,2.45,3.0,3.3,2.4,2.95,3.3,2.4,3.0,3.4,2.45,3.15,3.39,2.45,46,25.8,36,189.35,4.12,39,24.9,22,284.35,7.29,78,78,76,77,85,78,79,80
1,1080673,Arsenal,Stoke,12/10/2016 15:00:00,2.0,31.0,9.0,19.0,3-1,14.0,14,1.35,5.5,9.5,1.35,5.0,9.0,1.4,4.8,7.5,1.36,5.25,9.0,1.38,5.29,9.21,42,23.7,26,522.75,12.45,34,26.1,27,193.25,5.68,81,83,82,83,77,78,77,78
2,1080677,Burnley,Bournemouth,12/10/2016 15:00:00,15.0,14.0,10.0,18.0,3-2,14.0,14,3.5,3.5,2.2,3.4,3.4,2.15,2.95,3.3,2.4,3.4,3.4,2.25,3.48,3.45,2.26,36,25.7,14,81.8,2.27,41,23.4,16,103.5,2.52,74,74,76,74,74,75,74,74
3,1080685,Hull,Crystal Palace,12/10/2016 15:00:00,19.0,11.0,14.0,14.0,3-3,14.0,14,3.5,3.3,2.3,3.3,3.25,2.3,2.85,3.3,2.5,3.4,3.3,2.3,3.43,3.37,2.32,42,25.0,22,132.95,3.17,45,25.1,25,215.7,4.79,76,74,75,75,80,77,76,77
4,1080705,Swansea,Sunderland,12/10/2016 15:00:00,20.0,9.0,18.0,11.0,3-0,14.0,14,2.15,3.5,3.6,2.15,3.3,3.6,2.2,3.35,3.3,2.1,3.5,3.6,2.14,3.55,3.68,37,25.9,34,137.1,3.71,42,24.3,27,112.5,2.68,78,76,75,77,81,76,73,76
5,1080689,Leicester,Man City,12/10/2016 17:30:00,16.0,13.0,4.0,30.0,4-2,14.0,14,5.25,4.0,1.7,4.75,4.0,1.7,4.8,3.6,1.75,5.0,3.9,1.73,5.28,4.1,1.7,31,25.6,21,175.0,5.65,44,24.7,36,621.4,14.12,79,78,76,78,83,85,81,83
6,1080681,Chelsea,West Brom,12/11/2016 12:00:00,1.0,34.0,7.0,20.0,1-0,14.0,14,1.25,6.25,15.0,1.26,6.25,10.5,1.3,5.5,9.5,1.25,6.0,13.0,1.27,6.25,14.32,37,26.1,26,945.8,25.56,30,26.3,17,115.1,3.84,86,84,81,83,81,76,74,75
7,1080697,Man Utd,Tottenham,12/11/2016 14:15:00,6.0,21.0,5.0,27.0,1-0,14.0,14,2.2,3.4,3.6,2.15,3.4,3.4,2.1,3.4,3.5,2.2,3.4,3.5,2.22,3.37,3.64,42,23.5,24,553.25,12.7,38,22.7,20,385.5,10.14,84,84,82,83,85,81,81,81
8,1080701,Southampton,Middlesbrough,12/11/2016 14:15:00,12.0,17.0,13.0,15.0,1-0,14.0,14,1.7,3.7,6.0,1.65,3.7,5.75,1.7,3.7,5.0,1.67,3.75,6.0,1.68,3.68,6.42,36,24.4,19,214.25,5.95,35,26.3,21,121.75,3.48,78,76,77,78,76,74,74,75
9,1080693,Liverpool,West Ham,12/11/2016 16:30:00,3.0,30.0,17.0,12.0,2-2,14.0,14,1.3,6.0,11.0,1.3,5.75,9.0,1.3,5.5,9.5,1.29,6.0,11.0,1.29,6.29,11.73,38,23.4,23,394.15,10.37,44,23.7,27,240.78,55.47,82,81,81,81,79,77,77,78
10,1080737,Everton,Arsenal,12/13/2016 19:45:00,9.0,20.0,2.0,34.0,2-1,15.0,15,4.2,3.75,1.91,4.25,3.7,1.9,4.1,3.5,1.9,4.25,3.6,1.91,4.28,3.77,1.92,39,24.9,22,284.35,7.29,42,23.7,26,522.75,12.45,85,78,79,80,81,83,82,83
11,1080713,Bournemouth,Leicester,12/13/2016 19:45:00,12.0,18.0,14.0,16.0,1-0,15.0,15,2.4,3.4,3.2,2.35,3.4,3.0,2.4,3.3,2.95,2.4,3.4,3.1,2.43,3.47,3.13,41,23.4,16,103.5,2.52,31,25.6,21,175.0,5.65,74,75,74,74,79,78,76,78
12,1080717,Middlesbrough,Liverpool,12/14/2016 19:45:00,16.0,15.0,3.0,31.0,0-3,15.0,15,6.0,4.33,1.6,6.0,4.1,1.57,5.5,4.0,1.6,5.75,4.0,1.57,6.48,4.28,1.58,35,26.3,21,121.75,3.48,38,23.4,23,394.15,10.37,76,74,74,75,82,81,81,81
13,1080721,Sunderland,Chelsea,12/14/2016 19:45:00,20.0,11.0,1.0,37.0,0-1,15.0,15,10.0,5.75,1.33,9.5,5.0,1.34,9.5,5.5,1.3,9.0,5.0,1.33,10.45,5.72,1.33,42,24.3,27,112.5,2.68,37,26.1,26,945.8,25.56,81,76,73,76,86,84,81,83
14,1080725,West Ham,Burnley,12/14/2016 19:45:00,17.0,13.0,13.0,17.0,1-0,15.0,15,1.67,4.0,5.75,1.6,4.1,5.5,1.7,3.7,5.0,1.62,3.8,5.5,1.65,4.13,5.82,44,23.7,27,240.78,55.47,36,25.7,14,81.8,2.27,79,77,77,78,74,74,76,74
15,1080729,Crystal Palace,Man Utd,12/14/2016 20:00:00,15.0,15.0,6.0,24.0,1-2,15.0,15,5.25,4.0,1.7,5.5,3.8,1.65,4.8,3.6,1.75,5.0,3.8,1.67,5.56,4.08,1.68,45,25.1,25,215.7,4.79,42,23.5,24,553.25,12.7,80,77,76,77,84,84,82,83
16,1080733,West Brom,Swansea,12/14/2016 20:00:00,8.0,20.0,18.0,12.0,3-1,15.0,15,2.05,3.5,4.0,1.95,3.5,4.0,2.0,3.4,3.8,2.0,3.3,3.8,2.06,3.5,4.04,30,26.3,17,115.1,3.84,37,25.9,34,137.1,3.71,81,76,74,75,78,76,75,77
17,1080740,Man City,Watford,12/14/2016 20:00:00,4.0,30.0,7.0,21.0,2-0,15.0,15,1.29,6.5,11.0,1.22,6.5,12.5,1.3,5.5,9.5,1.25,6.0,11.0,1.28,6.4,12.25,44,24.7,36,621.4,14.12,46,25.8,36,189.35,4.12,83,85,81,83,78,78,76,77
18,1080743,Stoke,Southampton,12/14/2016 20:00:00,11.0,19.0,10.0,20.0,0-0,15.0,15,3.1,3.3,2.5,2.95,3.3,2.45,2.85,3.1,2.6,3.1,3.1,2.38,3.29,3.25,2.45,34,26.1,27,193.25,5.68,36,24.4,19,214.25,5.95,77,78,77,78,78,76,77,78
19,1080746,Tottenham,Hull,12/14/2016 20:00:00,5.0,27.0,19.0,12.0,3-0,15.0,15,1.22,7.0,15.0,1.22,6.5,13.5,1.25,6.0,11.0,1.22,6.0,13.0,1.25,6.6,14.0,38,22.7,20,385.5,10.14,42,25.0,22,132.95,3.17,85,81,81,81,76,74,75,75
20,1080752,Crystal Palace,Chelsea,12/17/2016 12:30:00,16.0,15.0,1.0,40.0,0-1,16.0,16,6.5,4.2,1.57,6.0,4.1,1.57,6.5,4.2,1.5,6.0,4.0,1.62,5.85,4.3,1.62,45,25.1,25,215.7,4.79,37,26.1,26,945.8,25.56,80,77,76,77,86,84,81,83
21,1080642,Stoke,Leicester,12/17/2016 15:00:00,12.0,20.0,14.0,16.0,2-2,16.0,16,2.6,3.4,2.9,2.45,3.4,2.9,2.5,3.3,2.85,2.6,3.3,2.88,2.59,3.35,2.98,34,26.1,27,193.25,5.68,31,25.6,21,175.0,5.65,77,78,77,78,79,78,76,78
22,1080645,Sunderland,Watford,12/17/2016 15:00:00,20.0,11.0,11.0,21.0,1-0,16.0,16,2.63,3.3,2.9,2.55,3.2,2.9,2.5,3.3,2.85,2.62,3.25,2.88,2.67,3.23,2.97,42,24.3,27,112.5,2.68,46,25.8,36,189.35,4.12,81,76,73,76,78,78,76,77
23,1080761,Middlesbrough,Swansea,12/17/2016 15:00:00,17.0,15.0,18.0,12.0,3-0,16.0,16,2.1,3.4,4.0,2.05,3.4,3.75,2.1,3.4,3.5,2.1,3.4,3.8,2.07,3.42,4.1,35,26.3,21,121.75,3.48,37,25.9,34,137.1,3.71,76,74,74,75,78,76,75,77
24,1080654,West Ham,Hull,12/17/2016 15:00:00,15.0,16.0,19.0,12.0,1-0,16.0,16,1.62,4.1,6.0,1.65,4.1,5.0,1.65,3.8,5.3,1.62,4.0,6.0,1.67,4.09,5.7,44,23.7,27,240.78,55.47,42,25.0,22,132.95,3.17,79,77,77,78,76,74,75,75
25,1080651,West Brom,Man Utd,12/17/2016 17:30:00,7.0,23.0,6.0,27.0,0-2,16.0,16,5.75,3.8,1.7,5.25,3.6,1.72,4.8,3.6,1.75,5.5,3.6,1.73,5.53,3.77,1.74,30,26.3,17,115.1,3.84,42,23.5,24,553.25,12.7,81,76,74,75,84,84,82,83
26,1080749,Bournemouth,Southampton,12/18/2016 13:30:00,10.0,21.0,9.0,21.0,1-3,16.0,16,3.0,3.3,2.6,2.85,3.25,2.55,2.65,3.3,2.65,2.9,3.2,2.62,2.95,3.23,2.69,41,23.4,16,103.5,2.52,36,24.4,19,214.25,5.95,74,75,74,74,78,76,77,78
27,1080648,Tottenham,Burnley,12/18/2016 16:00:00,5.0,30.0,13.0,17.0,2-1,16.0,16,1.22,7.0,15.0,1.2,7.0,13.0,1.25,6.0,11.0,1.22,6.5,15.0,1.22,7.35,15.0,38,22.7,20,385.5,10.14,36,25.7,14,81.8,2.27,85,81,81,81,74,74,76,74
28,1080758,Man City,Arsenal,12/18/2016 16:00:00,4.0,33.0,3.0,34.0,2-1,16.0,16,2.15,3.6,3.5,2.15,3.6,3.5,2.2,3.35,3.3,2.15,3.5,3.5,2.13,3.56,3.7,44,24.7,36,621.4,14.12,42,23.7,26,522.75,12.45,83,85,81,83,81,83,82,83
29,1080755,Everton,Liverpool,12/19/2016 20:00:00,8.0,23.0,2.0,34.0,0-1,16.0,16,4.2,3.6,1.95,4.1,3.6,1.9,3.8,3.4,2.0,4.0,3.6,1.95,4.27,3.85,1.9,39,24.9,22,284.35,7.29,38,23.4,23,394.15,10.37,85,78,79,80,82,81,81,81
30,1080688,Watford,Crystal Palace,12/26/2016 12:30:00,12.0,21.0,17.0,15.0,1-1,17.0,17,2.5,3.3,2.9,2.4,3.2,2.9,2.3,3.3,3.15,2.4,3.2,2.9,2.54,3.36,3.05,46,25.8,36,189.35,4.12,45,25.1,25,215.7,4.79,78,78,76,77,80,77,76,77
31,1080657,Arsenal,West Brom,12/26/2016 15:00:00,4.0,34.0,8.0,23.0,1-0,17.0,17,1.33,5.5,8.5,1.3,5.0,10.0,1.33,5.3,8.7,1.33,5.0,9.5,1.35,5.58,10.12,42,23.7,26,522.75,12.45,30,26.3,17,115.1,3.84,81,83,82,83,81,76,74,75
32,1080660,Burnley,Middlesbrough,12/26/2016 15:00:00,16.0,17.0,14.0,18.0,1-0,17.0,17,2.9,3.1,2.6,2.85,3.1,2.55,2.75,3.2,2.65,2.9,3.0,2.5,3.06,3.18,2.64,36,25.7,14,81.8,2.27,35,26.3,21,121.75,3.48,74,74,76,74,76,74,74,75
33,1080663,Chelsea,Bournemouth,12/26/2016 15:00:00,1.0,43.0,10.0,21.0,3-0,17.0,17,1.36,5.0,8.5,1.36,4.6,8.25,1.35,5.3,8.0,1.4,4.33,8.5,1.42,4.78,9.52,37,26.1,26,945.8,25.56,41,23.4,16,103.5,2.52,86,84,81,83,74,75,74,74
34,1080669,Leicester,Everton,12/26/2016 15:00:00,15.0,17.0,9.0,23.0,0-2,17.0,17,2.5,3.3,2.9,2.4,3.3,2.85,2.3,3.3,3.15,2.4,3.25,2.88,2.57,3.33,3.03,31,25.6,21,175.0,5.65,39,24.9,22,284.35,7.29,79,78,76,78,85,78,79,80
35,1080676,Man Utd,Sunderland,12/26/2016 15:00:00,6.0,30.0,18.0,14.0,3-1,17.0,17,1.22,6.5,13.0,1.22,6.25,11.5,1.22,6.2,13.5,1.2,6.0,15.0,1.24,6.95,15.0,42,23.5,24,553.25,12.7,42,24.3,27,112.5,2.68,84,84,82,83,81,76,73,76
36,1080684,Swansea,West Ham,12/26/2016 15:00:00,19.0,12.0,13.0,19.0,1-4,17.0,17,2.63,3.2,2.8,2.6,3.2,2.7,2.6,3.25,2.75,2.5,3.3,2.7,2.71,3.43,2.78,37,25.9,34,137.1,3.71,44,23.7,27,240.78,55.47,78,76,75,77,79,77,77,78
37,1080666,Hull,Man City,12/26/2016 17:15:00,20.0,12.0,3.0,36.0,0-3,17.0,17,10.0,5.5,1.3,8.5,5.0,1.33,9.5,5.5,1.3,8.5,5.25,1.33,9.86,5.82,1.34,42,25.0,22,132.95,3.17,44,24.7,36,621.4,14.12,76,74,75,75,83,85,81,83
38,1080672,Liverpool,Stoke,12/27/2016 17:15:00,2.0,37.0,11.0,21.0,4-1,17.0,17,1.3,5.5,10.0,1.3,5.25,9.0,1.3,5.5,9.5,1.29,5.75,10.0,1.3,6.15,11.02,38,23.4,23,394.15,10.37,34,26.1,27,193.25,5.68,82,81,81,81,77,78,77,78
39,1080680,Southampton,Tottenham,12/28/2016 19:45:00,7.0,24.0,5.0,33.0,1-4,17.0,17,2.8,3.25,2.6,2.75,3.2,2.55,2.85,3.3,2.5,2.88,3.1,2.5,3.01,3.3,2.6,36,24.4,19,214.25,5.95,38,22.7,20,385.5,10.14,78,76,77,78,85,81,81,81
40,1080704,Hull,Everton,12/30/2016 20:00:00,20.0,12.0,7.0,26.0,2-2,18.0,18,4.33,3.5,1.95,4.25,3.5,1.95,4.1,3.5,1.9,4.2,3.4,1.95,4.28,3.43,2.02,42,25.0,22,132.95,3.17,39,24.9,22,284.35,7.29,76,74,75,75,85,78,79,80
41,1080696,Burnley,Sunderland,12/31/2016 15:00:00,14.0,20.0,18.0,14.0,4-1,18.0,18,2.4,3.25,3.3,2.35,3.2,3.2,2.4,3.3,2.95,2.38,3.2,3.25,2.38,3.26,3.41,36,25.7,14,81.8,2.27,42,24.3,27,112.5,2.68,74,74,76,74,81,76,73,76
42,1080700,Chelsea,Stoke,12/31/2016 15:00:00,1.0,46.0,13.0,21.0,4-2,18.0,18,1.25,6.5,14.0,1.26,5.75,11.5,1.27,5.8,10.5,1.25,6.0,13.0,1.28,6.15,12.85,37,26.1,26,945.8,25.56,34,26.1,27,193.25,5.68,86,84,81,83,77,78,77,78
43,1080708,Leicester,West Ham,12/31/2016 15:00:00,16.0,17.0,11.0,22.0,1-0,18.0,18,2.1,3.6,3.7,2.05,3.5,3.6,2.1,3.4,3.5,2.1,3.5,3.5,2.1,3.56,3.8,31,25.6,21,175.0,5.65,44,23.7,27,240.78,55.47,79,78,76,78,79,77,77,78
44,1080716,Man Utd,Middlesbrough,12/31/2016 15:00:00,6.0,33.0,15.0,18.0,2-1,18.0,18,1.25,6.0,16.0,1.25,5.5,14.5,1.27,5.8,10.5,1.25,6.0,13.0,1.25,6.2,16.45,42,23.5,24,553.25,12.7,35,26.3,21,121.75,3.48,84,84,82,83,76,74,74,75
45,1080720,Southampton,West Brom,12/31/2016 15:00:00,8.0,24.0,9.0,23.0,1-2,18.0,18,1.75,3.7,5.5,1.75,3.5,5.25,1.7,3.7,5.0,1.73,3.5,5.5,1.78,3.59,5.55,36,24.4,19,214.25,5.95,30,26.3,17,115.1,3.84,78,76,77,78,81,76,74,75
46,1080724,Swansea,Bournemouth,12/31/2016 15:00:00,19.0,12.0,12.0,21.0,0-3,18.0,18,2.9,3.4,2.6,2.75,3.4,2.55,2.65,3.3,2.65,2.8,3.5,2.5,2.83,3.49,2.63,37,25.9,34,137.1,3.71,41,23.4,16,103.5,2.52,78,76,75,77,74,75,74,74
47,1080712,Liverpool,Man City,12/31/2016 17:30:00,2.0,40.0,3.0,39.0,1-0,18.0,18,2.35,3.6,3.1,2.3,3.5,3.0,2.4,3.3,2.95,2.3,3.6,3.0,2.37,3.52,3.18,38,23.4,23,394.15,10.37,44,24.7,36,621.4,14.12,82,81,81,81,83,85,81,83
48,1080728,Watford,Tottenham,01/01/2017 13:30:00,10.0,22.0,5.0,36.0,1-4,18.0,18,5.5,3.75,1.62,5.25,3.8,1.67,5.0,3.7,1.7,6.0,3.8,1.62,5.71,3.94,1.69,46,25.8,36,189.35,4.12,38,22.7,20,385.5,10.14,78,78,76,77,85,81,81,81
49,1080692,Arsenal,Crystal Palace,01/01/2017 16:00:00,4.0,37.0,17.0,16.0,2-0,18.0,18,1.29,5.5,9.5,1.3,5.5,9.75,1.3,5.5,9.5,1.33,5.5,9.0,1.34,5.6,10.4,42,23.7,26,522.75,12.45,45,25.1,25,215.7,4.79,81,83,82,83,80,77,76,77
50,1080675,Middlesbrough,Leicester,01/02/2017 12:30:00,16.0,18.0,15.0,20.0,0-0,19.0,19,2.75,3.2,2.88,2.65,3.1,2.85,2.5,3.2,2.9,2.62,3.0,2.8,2.8,3.16,2.88,35,26.3,21,121.75,3.48,31,25.6,21,175.0,5.65,76,74,74,75,79,78,76,78
51,1080691,West Brom,Hull,01/02/2017 15:00:00,8.0,26.0,19.0,13.0,3-1,19.0,19,1.75,3.7,5.5,1.75,3.5,5.25,1.65,3.8,5.3,1.73,3.5,5.0,1.76,3.72,5.48,30,26.3,17,115.1,3.84,42,25.0,22,132.95,3.17,81,76,74,75,76,74,75,75
52,1080668,Everton,Southampton,01/02/2017 15:00:00,7.0,27.0,9.0,24.0,3-0,19.0,19,2.2,3.4,3.6,2.15,3.3,3.5,2.1,3.4,3.5,2.2,3.2,3.4,2.28,3.33,3.55,39,24.9,22,284.35,7.29,36,24.4,19,214.25,5.95,85,78,79,80,78,76,77,78
53,1080671,Man City,Burnley,01/02/2017 15:00:00,5.0,39.0,11.0,23.0,2-1,19.0,19,1.17,8.5,19.0,1.17,8.0,15.0,1.15,7.5,18.0,1.17,7.5,19.0,1.18,8.55,17.5,44,24.7,36,621.4,14.12,36,25.7,14,81.8,2.27,83,85,81,83,74,74,76,74
54,1080683,Sunderland,Liverpool,01/02/2017 15:00:00,18.0,14.0,2.0,43.0,2-2,19.0,19,11.0,5.5,1.33,9.5,5.25,1.33,7.5,4.8,1.4,9.0,5.0,1.35,9.95,5.55,1.35,42,24.3,27,112.5,2.68,38,23.4,23,394.15,10.37,81,76,73,76,82,81,81,81
