,match_id,Home,Away,Datetime,HomePos,HomePts,AwayPos,AwayPts,Result,HomeMatches,AwayMatches,OddsH1,OddsD1,OddsA1,OddsH2,OddsD2,OddsA2,OddsH3,OddsD3,OddsA3,OddsH4,OddsD4,OddsA4,OddsH5,OddsD5,OddsA5,HNplayers,HAverageAge,HNforeign,HPlayerValues,HMarketValue,ANplayers,AAverageAge,ANforeign,APlayerValues,AMarketValue,HATT,HMID,HDEF,HOVR,HATT,HMID,HDEF,HOVR
0,862055,Malaga,Athletic Club,08/23/2014 18:00:00,,,,,1-0,0,0,2.8,3.3,2.45,2.75,3.2,2.55,2.6,3.2,2.6,2.96,3.37,2.6,2.8,3.1,2.62,30,25.6,18,62.35,2.08,27,25.2,1,110.5,4.09,74,73,74.0,74.0,77,77,77.0,77.0
1,862052,Sevilla,Valencia,08/23/2014 20:00:00,,,,,1-1,0,0,2.05,3.5,3.5,2.05,3.3,3.6,2.1,3.3,3.3,2.05,3.62,3.9,2.1,3.25,3.6,34,24.7,15,122.85,3.61,26,23.1,13,137.3,5.28,79,76,77.0,78.0,81,79,77.0,79.0
2,862058,Granada,Deportivo,08/23/2014 20:00:00,,,,,2-1,0,0,1.95,3.2,4.2,2.05,3.3,3.6,2.0,3.3,3.6,2.05,3.33,4.31,2.05,3.1,4.0,39,24.4,22,60.98,1.56,33,25.5,12,48.6,1.47,72,74,72.0,73.0,71,72,72.0,73.0
3,862061,Almeria,Espanyol,08/23/201422:00:00,,,,,1-1,0,0,2.55,3.3,2.7,2.55,3.25,2.7,2.5,3.3,2.65,2.8,3.29,2.78,2.7,3.1,2.7,31,24.1,11,25.1,0.81,31,24.6,6,55.1,1.78,73,70,71.0,72.0,76,73,72.0,73.0
4,862057,Eibar,Real Sociedad,08/24/2014 18:00:00,,,,,1-0,0,0,3.25,3.4,2.2,3.2,3.2,2.25,3.1,3.3,2.2,3.53,3.37,2.27,3.3,3.2,2.25,25,27.3,3,21.1,0.844,30,24.6,5,107.3,3.58,72,72,72.0,72.0,78,76,76.0,76.0
5,862056,Celta Vigo,Getafe,08/24/2014 20:00:00,,,,,3-1,0,0,1.91,3.4,4.0,1.91,3.3,4.1,1.95,3.4,3.65,1.92,3.64,4.45,1.95,3.5,3.8,28,23.3,10,39.4,1.41,34,25.1,9,48.15,1.42,75,74,73.0,74.0,72,73,69.0,73.0
6,862053,Levante,Villarreal,08/24/201422:00:00,,,,,0-2,0,0,3.4,3.4,2.1,3.2,3.25,2.2,3.1,3.3,2.2,3.84,3.42,2.14,3.3,3.3,2.2,31,26.8,10,47.1,1.52,37,23.1,12,88.6,2.39,73,71,73.0,72.0,78,76,74.0,76.0
7,862054,Rayo Vallecano,Atletico,08/25/2014 21:00:00,,,,,0-0,0,0,7.0,4.0,1.5,5.75,4.0,1.55,6.1,4.0,1.5,7.07,4.45,1.53,6.5,3.8,1.53,29,25.7,12,52.6,1.81,32,24.7,16,289.0,9.03,75,73,75.0,74.0,81,78,79.0,80.0
8,862064,Getafe,Almeria,08/29/2014 19:00:00,19.0,0.0,10.0,1.0,1-0,1,1,2.0,3.4,3.75,2.05,3.3,3.6,2.1,3.3,3.3,2.09,3.43,4.0,2.05,3.25,3.8,34,25.1,9,48.15,1.42,31,24.1,11,25.1,0.81,72,73,69.0,73.0,73,70,71.0,72.0
9,862062,Valencia,Malaga,08/29/2014 21:00:00,11.0,1.0,5.0,3.0,3-0,1,1,1.55,4.2,5.5,1.6,3.5,6.25,1.6,3.7,5.4,1.59,4.21,6.55,1.53,4.0,6.0,26,23.1,13,137.3,5.28,30,25.6,18,62.35,2.08,81,79,77.0,79.0,74,73,74.0,74.0
10,862071,Athletic Club,Levante,08/30/2014 18:00:00,14.0,1.0,8.0,0.0,3-0,1,1,1.33,5.0,9.0,1.36,4.4,9.0,1.37,4.6,7.5,1.34,5.32,11.31,1.33,4.8,10.0,27,25.2,1,110.5,4.09,31,26.8,10,47.1,1.52,77,77,77.0,77.0,73,71,73.0,72.0
11,862067,Atletico,Eibar,08/30/2014 20:00:00,12.0,1.0,7.0,3.0,2-1,1,1,1.22,5.75,13.0,1.25,5.5,11.5,1.25,5.5,10.3,1.25,6.3,16.46,1.22,6.0,13.0,32,24.7,16,289.0,9.03,25,27.3,3,21.1,0.844,81,78,79.0,80.0,72,72,72.0,72.0
12,862063,Espanyol,Sevilla,08/30/201422:00:00,8.0,1.0,9.0,1.0,1-2,1,1,2.5,3.2,2.88,2.55,3.25,2.7,2.5,3.3,2.65,2.53,3.35,3.06,2.5,3.2,2.88,31,24.6,6,55.1,1.78,34,24.7,15,122.85,3.61,76,73,72.0,73.0,79,76,77.0,78.0
13,862070,Villarreal,Barcelona,08/31/2014 18:00:00,4.0,3.0,1.0,3.0,0-1,1,1,5.0,4.2,1.57,5.75,3.75,1.6,5.3,4.1,1.55,5.58,4.48,1.62,5.0,4.2,1.6,37,23.1,12,88.6,2.39,31,24.4,16,598.45,19.3,78,76,74.0,76.0,88,85,81.0,84.0
14,862066,Real Sociedad,Real Madrid,08/31/2014 20:00:00,15.0,3.0,3.0,3.0,4-2,1,1,7.5,5.0,1.36,7.5,4.6,1.4,7.0,4.0,1.45,8.75,5.34,1.39,7.0,5.0,1.4,30,24.6,5,107.3,3.58,41,23.3,19,647.65,15.8,78,76,76.0,76.0,86,83,81.0,84.0
15,862068,Deportivo,Rayo Vallecano,08/31/2014 20:00:00,20.0,0.0,13.0,1.0,2-2,1,1,2.25,3.3,3.2,2.35,3.25,3.0,2.2,3.3,3.1,2.35,3.33,3.4,2.3,3.2,3.2,33,25.5,12,48.6,1.47,29,25.7,12,52.6,1.81,71,72,72.0,73.0,75,73,75.0,74.0
16,862080,Barcelona,Athletic Club,09/13/2014 15:00:00,1.0,6.0,7.0,3.0,2-0,2,2,1.3,5.5,8.5,1.33,5.0,8.5,1.33,5.0,7.8,1.33,5.77,10.27,1.33,4.5,10.0,31,24.4,16,598.45,19.3,27,25.2,1,110.5,4.09,88,85,81.0,84.0,77,77,77.0,77.0
17,862124,Malaga,Levante,09/13/2014 17:00:00,11.0,3.0,20.0,0.0,0-0,2,2,1.62,3.6,6.0,1.62,3.6,5.75,1.65,3.7,4.9,1.61,3.93,6.94,1.62,3.4,6.5,30,25.6,18,62.35,2.08,31,26.8,10,47.1,1.52,74,73,74.0,74.0,73,71,73.0,72.0
18,862076,Real Madrid,Atletico,09/13/2014 19:00:00,10.0,3.0,5.0,4.0,1-2,2,2,1.67,3.75,5.0,1.72,3.8,4.5,1.65,3.8,4.7,1.7,4.0,5.42,1.7,3.4,5.5,41,23.3,19,647.65,15.8,32,24.7,16,289.0,9.03,86,83,81.0,84.0,81,78,79.0,80.0
19,862075,Celta Vigo,Real Sociedad,09/13/2014 21:00:00,3.0,4.0,8.0,3.0,2-2,2,2,2.2,3.3,3.3,2.3,3.3,3.0,2.2,3.3,3.1,2.24,3.53,3.43,2.3,3.2,3.2,28,23.3,10,39.4,1.41,30,24.6,5,107.3,3.58,75,74,73.0,74.0,78,76,76.0,76.0
20,862072,Valencia,Espanyol,09/14/2014 16:00:00,2.0,4.0,15.0,1.0,3-1,2,2,1.62,3.75,5.5,1.65,3.7,5.25,1.6,3.9,5.0,1.64,4.04,6.14,1.62,3.6,6.0,26,23.1,13,137.3,5.28,31,24.6,6,55.1,1.78,81,79,77.0,79.0,76,73,72.0,73.0
21,862073,Sevilla,Getafe,09/14/2014 18:00:00,4.0,4.0,12.0,3.0,2-0,2,2,1.44,4.33,7.0,1.5,4.1,6.25,1.45,4.0,7.0,1.46,4.63,8.42,1.5,4.0,7.0,34,24.7,15,122.85,3.61,34,25.1,9,48.15,1.42,79,76,77.0,78.0,72,73,69.0,73.0
22,862079,Granada,Villarreal,09/14/2014 20:00:00,6.0,4.0,9.0,3.0,0-0,2,2,3.5,3.2,2.15,3.4,3.1,2.2,3.6,3.3,2.0,3.88,3.28,2.19,3.5,3.1,2.2,39,24.4,22,60.98,1.56,37,23.1,12,88.6,2.39,72,74,72.0,73.0,78,76,74.0,76.0
23,862077,Eibar,Deportivo,09/15/2014 19:45:00,13.0,3.0,19.0,1.0,0-1,2,2,2.1,3.2,3.6,2.05,3.3,3.6,2.2,3.3,3.1,2.09,3.22,4.34,2.15,3.0,3.75,25,27.3,3,21.1,0.844,33,25.5,12,48.6,1.47,72,72,72.0,72.0,71,72,72.0,73.0
24,862098,Deportivo,Real Madrid,09/20/2014 15:00:00,11.0,4.0,13.0,3.0,2-8,3,3,9.5,6.0,1.25,9.75,5.5,1.33,7.2,5.0,1.35,11.58,6.39,1.29,11.0,5.0,1.3,33,25.5,12,48.6,1.47,41,23.3,19,647.65,15.8,71,72,72.0,73.0,86,83,81.0,84.0
25,862107,Athletic Club,Granada,09/20/2014 17:00:00,12.0,3.0,6.0,5.0,0-1,3,3,1.44,4.2,7.5,1.48,4.33,7.5,1.45,4.0,7.0,1.44,4.73,8.69,1.44,4.0,8.0,27,25.2,1,110.5,4.09,39,24.4,22,60.98,1.56,77,77,77.0,77.0,72,74,72.0,73.0
26,862095,Atletico,Celta Vigo,09/20/2014 19:00:00,4.0,7.0,5.0,5.0,2-2,3,3,1.44,4.2,7.5,1.53,4.0,7.5,1.5,4.0,6.1,1.49,4.39,8.26,1.5,4.0,7.0,32,24.7,16,289.0,9.03,28,23.3,10,39.4,1.41,81,78,79.0,80.0,75,74,73.0,74.0
27,862083,Espanyol,Malaga,09/20/2014 21:00:00,19.0,1.0,10.0,4.0,2-2,3,3,2.0,3.3,3.75,2.25,3.4,3.3,2.1,3.3,3.3,2.19,3.35,3.78,2.2,3.2,3.4,31,24.6,6,55.1,1.78,30,25.6,18,62.35,2.08,76,73,72.0,73.0,74,73,74.0,74.0
28,862092,Real Sociedad,Almeria,09/21/201411:00:00,7.0,4.0,16.0,2.0,1-2,3,3,1.44,4.5,6.5,1.5,4.25,7.25,1.5,4.0,6.1,1.46,4.85,7.7,1.44,4.0,8.0,30,24.6,5,107.3,3.58,31,24.1,11,25.1,0.81,78,76,76.0,76.0,73,70,71.0,72.0
