,match_id,Home,Away,Datetime,HomePos,HomePts,AwayPos,AwayPts,Result,HomeMatches,AwayMatches,OddsH1,OddsD1,OddsA1,OddsH2,OddsD2,OddsA2,OddsH3,OddsD3,OddsA3,OddsH4,OddsD4,OddsA4,OddsH5,OddsD5,OddsA5,HNplayers,HAverageAge,HNforeign,HPlayerValues,HMarketValue,ANplayers,AAverageAge,ANforeign,APlayerValues,AMarketValue,HATT,HMID,HDEF,HOVR,HATT,HMID,HDEF,HOVR
0,651493,Chievo,Bologna,08/26/2012 19:45:00,,,,,2-0,0,0,2.1,3.2,3.6,2.1,3.15,3.6,2.1,3.15,3.6,2.2,3.0,3.2,2.1,3.1,3.1,46,25.9,26,58.03,1.26,49,23.6,18,81.35,1.66,77,73,74,74,75,74,72,74
1,651494,Fiorentina,Udinese,08/25/2012 17:00:00,,,,,2-1,0,0,2.05,3.2,3.75,2.05,3.3,3.9,2.05,3.3,3.9,2.0,3.2,3.4,2.15,3.1,3.0,41,24.2,25,178.3,4.35,48,22.3,23,106.03,2.21,76,78,77,78,76,75,80,76
2,651495,Genoa,Cagliari,08/26/2012 19:45:00,,,,,2-0,0,0,1.95,3.3,4.0,2.0,3.25,3.8,2.0,3.25,3.8,2.0,3.15,3.45,2.0,3.2,3.2,46,25.5,23,118.4,2.57,34,23.0,12,64.98,1.91,73,73,74,75,76,75,73,75
3,651497,AC Milan,Sampdoria,08/26/2012 17:00:00,,,,,0-1,0,0,1.4,4.5,8.0,1.48,4.1,7.75,1.48,4.1,7.75,1.45,3.9,6.5,1.36,4.0,7.0,42,24.6,22,271.35,6.46,37,24.4,17,69.33,1.87,80,80,79,80,73,72,72,73
4,651499,Pescara,Inter,08/26/2012 19:45:00,,,,,0-3,0,0,4.33,3.6,1.8,5.0,3.55,1.7,5.0,3.55,1.7,4.3,3.4,1.75,4.0,3.5,1.7,52,23.5,15,45.7,0.879,55,23.3,33,265.6,4.83,72,72,70,72,79,78,80,80
5,651500,Roma,Catania,08/26/2012 19:45:00,,,,,2-2,0,0,1.4,4.5,8.0,1.35,4.75,8.25,1.35,4.75,8.25,1.5,3.8,5.7,1.4,4.2,6.0,37,23.6,22,157.83,4.27,38,24.4,22,53.85,1.42,80,79,75,77,78,74,74,75
6,651501,Robur Siena,Torino,08/26/2012 19:45:00,0.0,0.0,0.0,0.0,0-0,0,0,2.25,3.1,3.4,2.25,3.15,3.25,2.25,3.15,3.25,2.2,3.1,3.1,2.1,3.1,3.1,48,26.3,17,50.95,1.06,38,24.8,18,54.18,1.43,71,71,69,71,73,75,75,74
7,651502,Bologna,AC Milan,09/01/2012 19:45:00,14.0,0.0,13.0,0.0,1-3,1,1,3.6,3.2,2.1,3.8,3.25,2.0,3.8,3.25,2.0,3.2,3.2,2.1,3.75,3.25,2.05,49,23.6,18,81.35,1.66,42,24.6,22,271.35,6.46,75,74,72,74,80,80,79,80
8,651503,Cagliari,Atalanta,09/02/2012 19:45:00,15.0,0.0,19.0,-2.0,1-1,1,1,2.3,3.0,3.4,2.2,3.0,3.5,2.2,3.0,3.5,2.1,3.1,3.3,2.1,3.25,3.6,34,23.0,12,64.98,1.91,43,26.7,12,75.7,1.76,76,75,73,75,76,75,73,75
9,651504,Catania,Genoa,09/02/2012 19:45:00,9.0,1.0,4.0,3.0,3-2,1,1,2.05,3.25,3.75,2.0,3.3,3.75,2.0,3.3,3.75,2.0,3.3,3.3,2.1,3.25,3.5,38,24.4,22,53.85,1.42,46,25.5,23,118.4,2.57,78,74,74,75,73,73,74,75
10,651505,Inter,Roma,09/02/2012 19:45:00,1.0,3.0,10.0,1.0,1-3,1,1,1.95,3.6,3.75,2.0,3.5,3.8,2.0,3.5,3.8,1.85,3.3,3.9,1.95,3.5,3.8,55,23.3,33,265.6,4.83,37,23.6,22,157.83,4.27,79,78,80,80,80,79,75,77
11,651506,Parma,Chievo,09/02/2012 19:45:00,16.0,0.0,3.0,3.0,2-0,1,1,2.05,3.2,3.8,2.05,3.2,3.7,2.05,3.2,3.7,2.0,3.2,3.4,2.05,3.2,3.75,41,24.6,18,72.6,1.77,46,25.9,26,58.03,1.26,75,70,73,74,77,73,74,74
12,651507,Lazio,Palermo,09/02/2012 19:45:00,7.0,3.0,17.0,0.0,3-0,1,1,1.67,3.75,5.0,1.67,3.6,5.25,1.67,3.6,5.25,1.7,3.4,4.6,1.7,3.6,5.0,55,23.9,29,128.63,2.34,52,24.2,29,94.78,1.82,81,79,78,79,76,71,72,74
13,651508,Genoa,Juventus,09/16/2012 14:00:00,8.0,3.0,1.0,6.0,1-3,2,2,5.5,3.75,1.62,5.75,3.9,1.62,5.75,3.9,1.62,5.0,3.6,1.6,4.2,3.5,1.67,46,25.5,23,118.4,2.57,40,25.3,17,308.8,7.72,73,73,74,75,81,81,83,82
14,651510,Napoli,Fiorentina,09/02/2012 19:45:00,2.0,3.0,6.0,3.0,2-1,1,1,1.73,3.5,5.0,1.75,3.5,4.75,1.75,3.5,4.75,1.7,3.5,4.4,1.73,3.5,5.0,41,25.2,18,226.53,5.53,41,24.2,25,178.3,4.35,81,80,78,79,76,78,77,78
15,651511,AC Milan,Atalanta,09/15/2012 19:45:00,10.0,3.0,19.0,-1.0,0-1,2,2,1.5,4.0,7.0,1.42,4.1,8.25,1.42,4.1,8.25,1.45,3.9,6.5,1.4,4.0,6.5,42,24.6,22,271.35,6.46,43,26.7,12,75.7,1.76,80,80,79,80,76,75,73,75
16,651512,Torino,Pescara,09/01/2012 17:00:00,11.0,0.0,18.0,0.0,3-0,1,1,1.83,3.4,4.5,1.83,3.5,4.6,1.83,3.5,4.6,1.9,3.3,3.7,1.85,3.3,4.5,38,24.8,18,54.18,1.43,52,23.5,15,45.7,0.879,73,75,75,74,72,72,70,72
17,651513,Napoli,Parma,09/16/2012 14:00:00,2.0,6.0,13.0,3.0,3-1,2,2,1.55,3.8,6.5,1.5,3.85,6.9,1.5,3.85,6.9,1.55,3.7,5.4,1.44,4.0,5.5,41,25.2,18,226.53,5.53,41,24.6,18,72.6,1.77,81,80,78,79,75,70,73,74
18,651515,Palermo,Cagliari,09/15/2012 17:00:00,17.0,0.0,14.0,1.0,1-1,2,2,2.2,3.2,3.4,2.25,3.3,3.3,2.25,3.3,3.3,2.2,3.2,3.0,2.0,3.2,3.2,52,24.2,29,94.78,1.82,34,23.0,12,64.98,1.91,76,71,72,74,76,75,73,75
19,651516,Chievo,Lazio,09/16/2012 11:30:00,12.0,3.0,3.0,6.0,1-3,2,2,2.8,3.1,2.6,2.85,3.2,2.45,2.85,3.2,2.45,2.7,3.05,2.5,2.88,3.1,2.2,46,25.9,26,58.03,1.26,55,23.9,29,128.63,2.34,77,73,74,74,81,79,78,79
